v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in inhibitors,Proportion in non-inhibitors
PharmacoErGFP394,0.00013187888024512873,-0.00036706500931793506,PharmacoErGFP,#003fff,1,25,"('Hydrophobic', 'Hydrophobic', 17)",0.10419681620839363,0.07177615571776155
PharmacoErGFP116,0.00013108147339019327,0.0007794268466041476,PharmacoErGFP,#003fff,9,10,"('Donor', 'Aromatic', 12)",0.02170767004341534,0.009732360097323601
PubChemFP467,0.0001297242314100555,0.0,PubChemFP,#d600ff,14,35,C=N-N-C,0.049204052098408106,0.032846715328467155
MACCSFP76,0.00012908422711405132,6.781239981656917e-06,MACCSFP,#00c7ff,18,17,"('[#6]=[#6](~*)~*', 0)",0.011577424023154847,0.040145985401459854
PharmacoErGFP118,0.0001243073093004643,0.000883996094527939,PharmacoErGFP,#003fff,10,7,"('Donor', 'Aromatic', 14)",0.017366136034732273,0.0036496350364963502
MACCSFP59,0.00012374970781009464,-1.8444475968770746e-07,MACCSFP,#00c7ff,19,3,"('[#16]!:*:*', 0)",0.01881331403762663,0.019464720194647202
PubChemFP400,0.00012052014685609569,-1.3604876585304737e-06,PubChemFP,#d600ff,27,32,N(~H)(:C)(:C),0.004341534008683068,0.027980535279805353
PharmacoErGFP373,0.00011736326754741011,-2.2402845053504095e-05,PharmacoErGFP,#003fff,1,26,"('Negative', 'Aromatic', 17)",0.023154848046309694,0.021897810218978103
PubChemFP721,0.00011671650712186121,0.0,PubChemFP,#d600ff,35,16,Oc1ccc(N)cc1,0.004341534008683068,0.0072992700729927005
PubChemFP399,0.00010957936294497816,-3.0476397736567407e-06,PubChemFP,#d600ff,25,31,N(~H)(:C),0.010130246020260492,0.037712895377128956
PubChemFP219,0.00010682840346670774,4.904207430389551e-05,PubChemFP,#d600ff,18,19,>= 1 unsaturated non-aromatic heteroatom-containing ring size 7,0.00723589001447178,0.0012165450121654502
PubChemFP784,0.000103769503526141,0.0,PubChemFP,#d600ff,34,15,OC1CCC(N)CC1,0.005788712011577424,0.00851581508515815
PubChemFP703,0.00010231793165388359,-0.004115903700279144,PubChemFP,#d600ff,32,18,O-C-C-C-C-C(N)-C,0.24312590448625182,0.16423357664233576
PubChemFP828,0.00010100003709045957,0.0,PubChemFP,#d600ff,32,2,OC1C(Br)CCCC1,0.002894356005788712,0.009732360097323601
PharmacoErGFP15,0.00010022288727118411,0.0004997870051547393,PharmacoErGFP,#003fff,7,10,"('Donor', 'Donor', 16)",0.024602026049204053,0.006082725060827251
PubChemFP822,9.822002948789432e-05,-4.294804775262229e-06,PubChemFP,#d600ff,33,5,CC1C(Cl)CCCC1,0.004341534008683068,0.0267639902676399
PharmacoErGFP137,9.76168069495853e-05,9.504313531671915e-05,PharmacoErGFP,#003fff,10,10,"('Acceptor', 'Acceptor', 12)",0.053545586107091175,0.0170316301703163
PubChemFP497,9.579496315781366e-05,4.110468772133835e-06,PubChemFP,#d600ff,31,23,O-C:C:N,0.02894356005788712,0.019464720194647202
PubChemFP130,9.377868567045367e-05,2.2510630323657743e-05,PubChemFP,#d600ff,0,36,>= 1 saturated or aromatic carbon-only ring size 4,0.10419681620839363,0.0072992700729927005
PubChemFP350,9.354031683245223e-05,0.0,PubChemFP,#d600ff,26,17,C(~C)(~I),0.001447178002894356,0.0036496350364963502
PharmacoErGFP33,8.971590033063359e-05,-0.0001327967865539792,PharmacoErGFP,#003fff,7,15,"('Donor', 'Acceptor', 13)",0.14327062228654125,0.10097323600973236
PubChemFP153,8.786085431178314e-05,8.150506274451352e-06,PubChemFP,#d600ff,23,14,>= 2 saturated or aromatic heteroatom-containing ring size 5,0.0723589001447178,0.027980535279805353
PubChemFP298,8.717165867344612e-05,0.0,PubChemFP,#d600ff,27,18,C-I,0.001447178002894356,0.0036496350364963502
PubChemFP118,8.622088685078522e-05,-0.0008105491724563763,PubChemFP,#d600ff,0,34,>= 1 saturated or aromatic heteroatom-containing ring size 3,0.04630969609261939,0.14233576642335766
PubChemFP218,8.522660725496234e-05,0.0001830490011918151,PubChemFP,#d600ff,19,20,>= 1 unsaturated non-aromatic nitrogen-containing ring size 7,0.00723589001447178,0.0012165450121654502
PubChemFP791,8.43812242027342e-05,0.0,PubChemFP,#d600ff,27,33,NC1CCC(N)CC1,0.010130246020260492,0.0072992700729927005
PharmacoErGFP275,8.342077066614273e-05,-4.587094544539205e-06,PharmacoErGFP,#003fff,2,17,"('Positive', 'Hydrophobic', 3)",0.008683068017366137,0.0072992700729927005
PubChemFP834,8.267440856241093e-05,0.0,PubChemFP,#d600ff,31,9,NC1C(Cl)CCCC1,0.008683068017366137,0.00851581508515815
PubChemFP492,8.05131269403514e-05,2.0897159916599684e-05,PubChemFP,#d600ff,31,24,N-C:O:C,0.004341534008683068,0.012165450121654502
PubChemFP206,8.047051027354479e-05,-1.0915161841040799e-07,PubChemFP,#d600ff,14,15,>= 5 any ring size 6,0.01447178002894356,0.01824817518248175
PharmacoErGFP96,7.81468662225393e-05,-2.096887481839449e-05,PharmacoErGFP,#003fff,1,19,"('Donor', 'Hydrophobic', 13)",0.017366136034732273,0.0036496350364963502
PharmacoErGFP398,7.651657451035465e-05,-1.6090545901348285e-05,PharmacoErGFP,#003fff,1,22,"('Hydrophobic', 'Hydrophobic', 21)",0.011577424023154847,0.00851581508515815
PubChemFP757,7.616804627902374e-05,0.0,PubChemFP,#d600ff,18,2,Cc1c(S)cccc1,0.005788712011577424,0.0024330900243309003
PubChemFP761,7.32847066088338e-05,0.0010928935371339321,PubChemFP,#d600ff,33,9,Oc1c(O)cccc1,0.03473227206946455,0.012165450121654502
PubChemFP630,7.254632328412836e-05,0.0008523245587160888,PubChemFP,#d600ff,34,8,O-C:C-O-C,0.03473227206946455,0.012165450121654502
PharmacoErGFP404,7.20590854752512e-05,0.0026225571797878766,PharmacoErGFP,#003fff,11,26,"('Hydrophobic', 'Aromatic', 6)",0.5369030390738061,0.5547445255474452
PubChemFP544,7.193766049423678e-05,0.0007562489297828767,PubChemFP,#d600ff,33,10,O-C:C-O,0.03473227206946455,0.012165450121654502
PubChemFP833,7.17167178753697e-05,4.411606412180191e-05,PubChemFP,#d600ff,23,32,NC1C(N)CCCC1,0.04052098408104197,0.043795620437956206
PubChemFP428,7.028104679673852e-05,5.777998778322413e-07,PubChemFP,#d600ff,25,17,C(#C)(-H),0.01447178002894356,0.004866180048661801
PubChemFP518,6.847510976359938e-05,0.0,PubChemFP,#d600ff,11,35,O=C-N-N,0.001447178002894356,0.0036496350364963502
PubChemFP622,6.821859966621435e-05,0.0,PubChemFP,#d600ff,31,22,O=C-O-C:C,0.001447178002894356,0.0
PubChemFP820,6.713521154982915e-05,0.0,PubChemFP,#d600ff,20,3,CC1C(S)CCCC1,0.005788712011577424,0.0024330900243309003
PharmacoErGFP371,6.398532764739784e-05,-1.3284017576942198e-05,PharmacoErGFP,#003fff,1,28,"('Negative', 'Aromatic', 15)",0.027496382054992764,0.0170316301703163
PharmacoErGFP138,6.280027576222036e-05,6.770376900311348e-05,PharmacoErGFP,#003fff,11,9,"('Acceptor', 'Acceptor', 13)",0.02894356005788712,0.009732360097323601
PubChemFP380,6.246770494461318e-05,8.885787668222456e-05,PubChemFP,#d600ff,29,21,C(~O)(~O),0.03907380607814761,0.10097323600973236
PubChemFP824,5.887575401375411e-05,0.0004693481482958006,PubChemFP,#d600ff,32,9,OC1C(O)CCCC1,0.03473227206946455,0.012165450121654502
PubChemFP814,5.844112270131374e-05,0.0,PubChemFP,#d600ff,27,2,NC1CC(Br)CCC1,0.001447178002894356,0.0
PubChemFP771,5.788914397480971e-05,0.0,PubChemFP,#d600ff,29,10,Nc1c(Cl)cccc1,0.008683068017366137,0.00851581508515815
PubChemFP117,5.745076649427139e-05,-0.0007132615910928619,PubChemFP,#d600ff,0,31,>= 1 saturated or aromatic nitrogen-containing ring size 3,0.04630969609261939,0.14233576642335766
PubChemFP792,5.660996626105641e-05,1.9416611298561648e-05,PubChemFP,#d600ff,29,8,NC1CCC(Cl)CC1,0.002894356005788712,0.037712895377128956
PubChemFP116,5.477157494532259e-05,-0.0009494958488319716,PubChemFP,#d600ff,0,33,>= 1 saturated or aromatic carbon-only ring size 3,0.04630969609261939,0.14233576642335766
PharmacoErGFP198,5.414346309978724e-05,7.407445656859579e-07,PharmacoErGFP,#003fff,0,21,"('Acceptor', 'Hydrophobic', 10)",0.017366136034732273,0.015815085158150853
PharmacoErGFP67,5.4106894834315966e-05,1.3185566977158558e-06,PharmacoErGFP,#003fff,3,5,"('Donor', 'Negative', 5)",0.013024602026049204,0.00851581508515815
PubChemFP132,5.358277554506907e-05,2.658558323154203e-06,PubChemFP,#d600ff,1,35,>= 1 saturated or aromatic heteroatom-containing ring size 4,0.10419681620839363,0.0072992700729927005
PubChemFP213,5.3542614183277326e-05,0.00011624116450548172,PubChemFP,#d600ff,16,19,>= 1 any ring size 7,0.06367583212735166,0.012165450121654502
MACCSFP34,5.3320807589518626e-05,0.0,MACCSFP,#00c7ff,22,18,"('[CH2]=*', 0)",0.005788712011577424,0.006082725060827251
PharmacoErGFP168,5.3008427181533424e-05,-1.1719346634242456e-06,PharmacoErGFP,#003fff,2,10,"('Acceptor', 'Negative', 1)",0.010130246020260492,0.0036496350364963502
MACCSFP162,4.824389489982428e-05,-0.001433945425608374,MACCSFP,#00c7ff,21,22,"('a', 0)",0.9942112879884226,0.98661800486618
MACCSFP23,4.716642260599313e-05,0.0,MACCSFP,#00c7ff,29,24,"('[#7]~[#6](~[#8])~[#8]', 0)",0.005788712011577424,0.012165450121654502
PubChemFP195,4.653524307240975e-05,0.0,PubChemFP,#d600ff,13,16,>= 3 saturated or aromatic heteroatom-containing ring size 6,0.004341534008683068,0.01338199513381995
PharmacoErGFP69,4.650456599952779e-05,0.0,PharmacoErGFP,#003fff,4,7,"('Donor', 'Negative', 7)",0.008683068017366137,0.0012165450121654502
PubChemFP330,4.545096702457396e-05,-5.275746317257024e-06,PubChemFP,#d600ff,30,0,C(~Br)(:C),0.010130246020260492,0.0413625304136253
PharmacoErGFP360,4.5371476429967306e-05,0.0002986353065352887,PharmacoErGFP,#003fff,11,19,"('Negative', 'Aromatic', 4)",0.020260492040520984,0.0535279805352798
PubChemFP609,4.241748420474867e-05,-2.5879395635475255e-05,PubChemFP,#d600ff,30,10,Cl-C-C-N-C,0.04341534008683068,0.038929440389294405
MACCSFP27,4.2263153470945e-05,0.0,MACCSFP,#00c7ff,26,16,"('[I]', 0)",0.001447178002894356,0.0036496350364963502
PubChemFP624,4.222303925249804e-05,0.0001959343958573001,PubChemFP,#d600ff,32,30,O=C-C:C-N,0.056439942112879886,0.07785888077858881
PharmacoErGFP372,4.179723895625376e-05,0.00011474795878474442,PharmacoErGFP,#003fff,1,27,"('Negative', 'Aromatic', 16)",0.02170767004341534,0.024330900243309004
MACCSFP21,4.140744524555595e-05,0.0,MACCSFP,#00c7ff,19,19,"('[#6]=[#6](~[!#6;!#1])~[!#6;!#1]', 0)",0.002894356005788712,0.0
MACCSFP22,4.1396688181150054e-05,-0.0014401040144117472,MACCSFP,#00c7ff,0,35,"('*1~*~*~1', 0)",0.04630969609261939,0.14233576642335766
PharmacoErGFP169,4.06366703677441e-05,0.0,PharmacoErGFP,#003fff,2,11,"('Acceptor', 'Negative', 2)",0.010130246020260492,0.0012165450121654502
PharmacoErGFP70,3.9341913397661354e-05,0.0,PharmacoErGFP,#003fff,4,9,"('Donor', 'Negative', 8)",0.010130246020260492,0.0012165450121654502
PubChemFP587,3.882144108291463e-05,0.0,PubChemFP,#d600ff,30,18,N-C:C-O-[#1],0.0,0.0024330900243309003
PubChemFP736,3.850101916624826e-05,-1.636018216455426e-07,PubChemFP,#d600ff,17,3,Cc1cc(S)ccc1,0.010130246020260492,0.010948905109489052
PharmacoErGFP174,3.813613544811911e-05,0.0,PharmacoErGFP,#003fff,5,5,"('Acceptor', 'Negative', 7)",0.010130246020260492,0.0012165450121654502
PharmacoErGFP348,3.782673546476323e-05,-1.2142118066549301e-06,PharmacoErGFP,#003fff,2,12,"('Negative', 'Hydrophobic', 13)",0.005788712011577424,0.004866180048661801
PharmacoErGFP162,3.782256226408931e-05,-5.949274820560291e-07,PharmacoErGFP,#003fff,1,6,"('Acceptor', 'Positive', 16)",0.010130246020260492,0.023114355231143552
PharmacoErGFP230,3.7400785464158925e-05,0.0,PharmacoErGFP,#003fff,5,21,"('Acceptor', 'Aromatic', 21)",0.005788712011577424,0.00851581508515815
PubChemFP639,3.515530304504244e-05,-0.0019268193772357112,PubChemFP,#d600ff,34,23,O-C-C-C-O,0.02170767004341534,0.051094890510948905
PharmacoErGFP334,3.467015614194713e-05,0.0,PharmacoErGFP,#003fff,2,15,"('Negative', 'Negative', 20)",0.00723589001447178,0.0012165450121654502
PubChemFP46,3.452618675658936e-05,0.0,PubChemFP,#d600ff,26,18,>= 1 I,0.001447178002894356,0.0036496350364963502
PharmacoErGFP165,3.3630480920532335e-05,-1.136434117476881e-06,PharmacoErGFP,#003fff,2,5,"('Acceptor', 'Positive', 19)",0.013024602026049204,0.010948905109489052
PubChemFP300,3.32212950149291e-05,0.0,PubChemFP,#d600ff,13,34,N-N,0.05065123010130246,0.038929440389294405
PharmacoErGFP52,3.2883773611713796e-05,-2.906049638484731e-06,PharmacoErGFP,#003fff,4,16,"('Donor', 'Positive', 11)",0.017366136034732273,0.021897810218978103
PubChemFP483,3.285003856806634e-05,0.0,PubChemFP,#d600ff,12,0,N-S-C:C,0.008683068017366137,0.004866180048661801
PubChemFP783,3.2416170786253584e-05,0.0,PubChemFP,#d600ff,16,3,OC1CCC(S)CC1,0.005788712011577424,0.0
PubChemFP713,3.178244262302954e-05,0.0005017836519982666,PubChemFP,#d600ff,15,31,Cc1ccc(C)cc1,0.05065123010130246,0.0827250608272506
PharmacoErGFP414,3.1720157635695134e-05,0.0006234998704472972,PharmacoErGFP,#003fff,10,14,"('Hydrophobic', 'Aromatic', 16)",0.07959479015918958,0.08029197080291971
PharmacoErGFP416,3.165386632575373e-05,6.284907852349697e-05,PharmacoErGFP,#003fff,12,13,"('Hydrophobic', 'Aromatic', 18)",0.015918958031837915,0.015815085158150853
PubChemFP751,3.127046853057536e-05,0.0,PubChemFP,#d600ff,26,3,Nc1cc(Br)ccc1,0.001447178002894356,0.0
PharmacoErGFP176,3.1260471821781266e-05,0.0,PharmacoErGFP,#003fff,7,3,"('Acceptor', 'Negative', 9)",0.008683068017366137,0.0012165450121654502
PharmacoErGFP399,3.0486630506754153e-05,0.0,PharmacoErGFP,#003fff,1,21,"('Hydrophobic', 'Aromatic', 1)",0.005788712011577424,0.0
PharmacoErGFP119,3.0165405805415713e-05,0.0,PharmacoErGFP,#003fff,11,5,"('Donor', 'Aromatic', 15)",0.00723589001447178,0.0
PubChemFP194,3.0140240084020054e-05,0.0,PubChemFP,#d600ff,12,16,>= 3 saturated or aromatic nitrogen-containing ring size 6,0.004341534008683068,0.01338199513381995
PubChemFP765,2.9506108892907168e-05,0.0,PubChemFP,#d600ff,33,2,Oc1c(Br)cccc1,0.002894356005788712,0.009732360097323601
PharmacoErGFP37,2.9453077961594243e-05,-6.009383421190506e-05,PharmacoErGFP,#003fff,9,8,"('Donor', 'Acceptor', 17)",0.02170767004341534,0.01338199513381995
PubChemFP33,2.9411233099518874e-05,-0.00019170717783523195,PubChemFP,#d600ff,15,0,>= 1 S,0.27496382054992763,0.24330900243309003
PharmacoErGFP329,2.9112728820612777e-05,0.0,PharmacoErGFP,#003fff,2,14,"('Negative', 'Negative', 15)",0.002894356005788712,0.0024330900243309003
PharmacoErGFP16,2.8728903078811818e-05,9.554389276411612e-07,PharmacoErGFP,#003fff,7,8,"('Donor', 'Donor', 17)",0.005788712011577424,0.0012165450121654502
PubChemFP629,2.7975422707327002e-05,0.0,PubChemFP,#d600ff,17,1,S-C:C:C-N,0.004341534008683068,0.0036496350364963502
PharmacoErGFP72,2.731681793682883e-05,0.0,PharmacoErGFP,#003fff,5,9,"('Donor', 'Negative', 10)",0.008683068017366137,0.0012165450121654502
MACCSFP64,2.7292093823960695e-05,-3.264071180009154e-08,MACCSFP,#00c7ff,16,1,"('*@*!@[#16]', 0)",0.01447178002894356,0.0267639902676399
PharmacoErGFP164,2.7125211786604986e-05,-7.512518143126812e-07,PharmacoErGFP,#003fff,1,3,"('Acceptor', 'Positive', 18)",0.011577424023154847,0.024330900243309004
PubChemFP156,2.709908857323473e-05,0.0,PubChemFP,#d600ff,19,14,>= 2 unsaturated non-aromatic heteroatom-containing ring size 5,0.001447178002894356,0.0012165450121654502
PharmacoErGFP172,2.6623526018509924e-05,0.0,PharmacoErGFP,#003fff,4,10,"('Acceptor', 'Negative', 5)",0.008683068017366137,0.0012165450121654502
PharmacoErGFP60,2.6599755885925447e-05,-3.9609394186790325e-07,PharmacoErGFP,#003fff,1,9,"('Donor', 'Positive', 19)",0.008683068017366137,0.027980535279805353
PharmacoErGFP339,2.6166334378796563e-05,0.0,PharmacoErGFP,#003fff,1,14,"('Negative', 'Hydrophobic', 4)",0.005788712011577424,0.0
PharmacoErGFP64,2.589983353773473e-05,0.0,PharmacoErGFP,#003fff,2,1,"('Donor', 'Negative', 2)",0.011577424023154847,0.006082725060827251
PharmacoErGFP420,2.549418733138742e-05,0.00013036359297602385,PharmacoErGFP,#003fff,12,10,"('Aromatic', 'Aromatic', 1)",0.010130246020260492,0.0024330900243309003
PharmacoErGFP351,2.4249583236435335e-05,0.0,PharmacoErGFP,#003fff,4,8,"('Negative', 'Hydrophobic', 16)",0.002894356005788712,0.0
PharmacoErGFP342,2.4025162493335195e-05,-6.675116692722582e-08,PharmacoErGFP,#003fff,1,7,"('Negative', 'Hydrophobic', 7)",0.010130246020260492,0.027980535279805353
PubChemFP701,2.3936816012037898e-05,-0.002270251990442951,PubChemFP,#d600ff,35,23,O-C-C-C-C-C(O)-C,0.004341534008683068,0.04744525547445255
PharmacoErGFP328,2.3918995664506948e-05,0.0,PharmacoErGFP,#003fff,2,13,"('Negative', 'Negative', 14)",0.004341534008683068,0.0036496350364963502
PubChemFP202,2.3912423682825867e-05,0.0,PubChemFP,#d600ff,12,15,>= 4 saturated or aromatic heteroatom-containing ring size 6,0.001447178002894356,0.01338199513381995
MACCSFP47,2.3856190849103065e-05,-2.2878760079780847e-05,MACCSFP,#00c7ff,23,0,"('[#16]~*~[#7]', 0)",0.03762662807525326,0.032846715328467155
PharmacoErGFP171,2.382609161954985e-05,0.0,PharmacoErGFP,#003fff,4,11,"('Acceptor', 'Negative', 4)",0.008683068017366137,0.0012165450121654502
PubChemFP558,2.38084072662903e-05,-7.005138813465095e-08,PubChemFP,#d600ff,32,34,O=N-C:C,0.002894356005788712,0.012165450121654502
PubChemFP720,2.3532634185363666e-05,0.0,PubChemFP,#d600ff,14,0,Oc1ccc(S)cc1,0.005788712011577424,0.0
PharmacoErGFP167,2.352181698911382e-05,-1.5643768405126934e-06,PharmacoErGFP,#003fff,2,9,"('Acceptor', 'Positive', 21)",0.013024602026049204,0.009732360097323601
PharmacoErGFP344,2.3332555549315792e-05,-4.240734452487516e-08,PharmacoErGFP,#003fff,1,4,"('Negative', 'Hydrophobic', 9)",0.008683068017366137,0.027980535279805353
PharmacoErGFP324,2.2956092980475074e-05,-3.4390234904257966e-07,PharmacoErGFP,#003fff,0,11,"('Negative', 'Negative', 10)",0.005788712011577424,0.027980535279805353
PharmacoErGFP65,2.2856744529675677e-05,0.0,PharmacoErGFP,#003fff,2,2,"('Donor', 'Negative', 3)",0.013024602026049204,0.006082725060827251
PharmacoErGFP379,2.2561281673161293e-05,-7.44879637893936e-05,PharmacoErGFP,#003fff,0,19,"('Hydrophobic', 'Hydrophobic', 2)",0.002894356005788712,0.0012165450121654502
PharmacoErGFP170,2.242077357511585e-05,0.0,PharmacoErGFP,#003fff,3,11,"('Acceptor', 'Negative', 3)",0.008683068017366137,0.0012165450121654502
PharmacoErGFP39,2.240660207825096e-05,-1.1098424070765667e-05,PharmacoErGFP,#003fff,11,4,"('Donor', 'Acceptor', 19)",0.010130246020260492,0.0036496350364963502
PharmacoErGFP160,2.2260650601790832e-05,-2.29069356483258e-07,PharmacoErGFP,#003fff,2,7,"('Acceptor', 'Positive', 14)",0.013024602026049204,0.031630170316301706
PharmacoErGFP179,2.1841158428459462e-05,0.0,PharmacoErGFP,#003fff,8,1,"('Acceptor', 'Negative', 12)",0.008683068017366137,0.0012165450121654502
PharmacoErGFP177,2.1493311755882427e-05,0.0,PharmacoErGFP,#003fff,7,2,"('Acceptor', 'Negative', 10)",0.008683068017366137,0.0
PharmacoErGFP417,2.1193953508080732e-05,0.0,PharmacoErGFP,#003fff,11,12,"('Hydrophobic', 'Aromatic', 19)",0.010130246020260492,0.012165450121654502
PubChemFP715,2.093231690325492e-05,0.0,PubChemFP,#d600ff,14,1,Cc1ccc(S)cc1,0.005788712011577424,0.0012165450121654502
PharmacoErGFP73,2.058495051604492e-05,0.0,PharmacoErGFP,#003fff,5,7,"('Donor', 'Negative', 11)",0.00723589001447178,0.0012165450121654502
PubChemFP778,2.0449762501983937e-05,0.0,PubChemFP,#d600ff,15,3,CC1CCC(S)CC1,0.00723589001447178,0.0024330900243309003
PharmacoErGFP71,2.0257700696468817e-05,0.0,PharmacoErGFP,#003fff,5,10,"('Donor', 'Negative', 9)",0.008683068017366137,0.0012165450121654502
PharmacoErGFP325,2.0178987198193887e-05,-8.127933959212186e-08,PharmacoErGFP,#003fff,0,12,"('Negative', 'Negative', 11)",0.010130246020260492,0.0267639902676399
PubChemFP440,2.0022040535083718e-05,6.82824925446468e-05,PubChemFP,#d600ff,28,21,C(-C)(-O)(=O),0.01881331403762663,0.08029197080291971
PubChemFP394,1.949192850259074e-05,0.0,PubChemFP,#d600ff,15,33,N(~C)(~H)(~N),0.005788712011577424,0.010948905109489052
PharmacoErGFP97,1.9449020220219104e-05,4.3973718818812735e-05,PharmacoErGFP,#003fff,1,18,"('Donor', 'Hydrophobic', 14)",0.00723589001447178,0.0036496350364963502
PubChemFP780,1.8806265876802897e-05,3.047393156707656e-07,PubChemFP,#d600ff,29,9,CC1CCC(Cl)CC1,0.004341534008683068,0.04866180048661801
PharmacoErGFP175,1.8609666134705716e-05,0.0,PharmacoErGFP,#003fff,6,4,"('Acceptor', 'Negative', 8)",0.008683068017366137,0.0012165450121654502
PubChemFP799,1.849354714278384e-05,-7.511085931000139e-08,PubChemFP,#d600ff,18,3,CC1CC(S)CCC1,0.010130246020260492,0.010948905109489052
MACCSFP70,1.8396020543653968e-05,5.177675599377096e-06,MACCSFP,#00c7ff,31,34,"('[!#6;!#1]~[#7]~[!#6;!#1]', 0)",0.001447178002894356,0.0170316301703163
PharmacoErGFP343,1.837839011664677e-05,-3.023505035226748e-08,PharmacoErGFP,#003fff,1,8,"('Negative', 'Hydrophobic', 8)",0.008683068017366137,0.0267639902676399
PubChemFP700,1.8334269479336474e-05,-0.0008886025140160125,PubChemFP,#d600ff,35,20,O-C-C-C-C-C-O-C,0.004341534008683068,0.04866180048661801
PubChemFP750,1.8239379206197448e-05,5.2388882307408124e-05,PubChemFP,#d600ff,30,11,Nc1cc(Cl)ccc1,0.001447178002894356,0.037712895377128956
PharmacoErGFP173,1.8054191484928594e-05,0.0,PharmacoErGFP,#003fff,5,6,"('Acceptor', 'Negative', 6)",0.010130246020260492,0.0012165450121654502
PharmacoErGFP333,1.7818870130636988e-05,0.0,PharmacoErGFP,#003fff,3,16,"('Negative', 'Negative', 19)",0.00723589001447178,0.0012165450121654502
PharmacoErGFP327,1.7667655767605872e-05,0.0,PharmacoErGFP,#003fff,1,13,"('Negative', 'Negative', 13)",0.008683068017366137,0.0024330900243309003
PubChemFP34,1.7437722518554022e-05,0.0,PubChemFP,#d600ff,17,4,>= 2 S,0.002894356005788712,0.006082725060827251
PharmacoErGFP178,1.723893171501345e-05,0.0,PharmacoErGFP,#003fff,7,1,"('Acceptor', 'Negative', 11)",0.008683068017366137,0.0012165450121654502
PharmacoErGFP68,1.705382327155114e-05,-1.1216677529013452e-06,PharmacoErGFP,#003fff,3,7,"('Donor', 'Negative', 6)",0.008683068017366137,0.0036496350364963502
PubChemFP663,1.703464610824934e-05,0.0,PubChemFP,#d600ff,30,12,O-C-C-O-[#1],0.004341534008683068,0.0072992700729927005
PharmacoErGFP38,1.687691816365522e-05,-4.7341185180793666e-05,PharmacoErGFP,#003fff,10,6,"('Donor', 'Acceptor', 18)",0.01447178002894356,0.0036496350364963502
PubChemFP21,1.6700585318885075e-05,0.00013333247165736584,PubChemFP,#d600ff,12,8,>= 8 O,0.024602026049204053,0.029197080291970802
PubChemFP489,1.6678259554037123e-05,-2.8697511879727244e-05,PubChemFP,#d600ff,25,0,N-C-S-C,0.03183791606367583,0.032846715328467155
PharmacoErGFP199,1.6588862400412907e-05,-3.7972668283869915e-05,PharmacoErGFP,#003fff,0,22,"('Acceptor', 'Hydrophobic', 11)",0.013024602026049204,0.00851581508515815
MACCSFP129,1.6571579872393105e-05,-0.0007712193397119149,MACCSFP,#00c7ff,17,20,"('[$(*~[CH2]~*~*~[CH2]~*),$([R]1@[CH2]@[R]@[R]@[CH2;R]1),$(*~[CH2]~[R]1@[R]@[CH2;R]1)]', 0)",0.6410998552821997,0.5802919708029197
PharmacoErGFP77,1.6240550836266188e-05,0.0,PharmacoErGFP,#003fff,6,1,"('Donor', 'Negative', 15)",0.008683068017366137,0.0012165450121654502
PharmacoErGFP155,1.6202853245994575e-05,0.0,PharmacoErGFP,#003fff,6,13,"('Acceptor', 'Positive', 9)",0.011577424023154847,0.006082725060827251
PubChemFP631,1.607913570095265e-05,0.0,PubChemFP,#d600ff,32,10,O-C:C-O-[#1],0.001447178002894356,0.0012165450121654502
PharmacoErGFP271,1.5108795617224668e-05,-0.00022240034090115213,PharmacoErGFP,#003fff,4,20,"('Positive', 'Negative', 20)",0.09261939218523878,0.06204379562043796
PharmacoErGFP55,1.4941757621844687e-05,0.0,PharmacoErGFP,#003fff,6,11,"('Donor', 'Positive', 14)",0.010130246020260492,0.0
PubChemFP17,1.4859918227860813e-05,-3.597434414059908e-05,PubChemFP,#d600ff,11,6,>= 8 N,0.004341534008683068,0.0012165450121654502
PharmacoErGFP323,1.4487062224899372e-05,-2.8050731326612066e-07,PharmacoErGFP,#003fff,0,10,"('Negative', 'Negative', 9)",0.005788712011577424,0.027980535279805353
PubChemFP468,1.4163636841035832e-05,0.0,PubChemFP,#d600ff,11,1,O=S-C-N,0.005788712011577424,0.0
PharmacoErGFP76,1.4090236307162662e-05,0.0,PharmacoErGFP,#003fff,6,2,"('Donor', 'Negative', 14)",0.00723589001447178,0.0012165450121654502
PharmacoErGFP17,1.3335261586255864e-05,-0.00010165650593607634,PharmacoErGFP,#003fff,9,6,"('Donor', 'Donor', 18)",0.005788712011577424,0.0012165450121654502
PharmacoErGFP166,1.318633502489508e-05,1.266672226885035e-06,PharmacoErGFP,#003fff,2,8,"('Acceptor', 'Positive', 20)",0.013024602026049204,0.012165450121654502
PubChemFP860,1.296713478737832e-05,0.0,PubChemFP,#d600ff,24,9,CC1C(C)CCC1,0.004341534008683068,0.0024330900243309003
PharmacoErGFP161,1.2849726423624919e-05,-2.450552481048085e-06,PharmacoErGFP,#003fff,2,6,"('Acceptor', 'Positive', 15)",0.013024602026049204,0.031630170316301706
PubChemFP813,1.2845230435043486e-05,4.1716422665039055e-05,PubChemFP,#d600ff,31,10,NC1CC(Cl)CCC1,0.001447178002894356,0.037712895377128956
PharmacoErGFP139,1.242773007015252e-05,-5.465726319109354e-05,PharmacoErGFP,#003fff,11,8,"('Acceptor', 'Acceptor', 14)",0.013024602026049204,0.004866180048661801
