,smiles,HIV,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
36740,COc1ccc(OC)c(NS(=O)(=O)c2ccc3nc(C)n(NS(=O)(=O)c4cc(OC)ccc4OC)c(=O)c3c2)c1,0.0,2,1,3,5,1,5,4,1,1,2
36741,Cc1nc2ccc(S(=O)(=O)Nc3ccccn3)cc2c(=O)n1NS(=O)(=O)c1ccccn1,0.0,1,5,1,5,5,5,5,2,3,4
36742,Cc1nc2ccc(S(=O)(=O)Nc3nccs3)cc2c(=O)n1NS(=O)(=O)c1nccs1,0.0,4,4,1,4,5,2,5,1,3,3
36743,Cc1nc2ccc(S(=O)(=O)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc2c(=O)n1NS(=O)(=O)c1ccc(-c2ccccc2)cc1,0.0,5,5,2,5,5,3,2,1,2,3
36744,COc1ccc(C2CC(c3c(O)ccc4ccccc34)=NN2)cc1OC,0.0,2,5,4,2,5,2,2,5,5,2
36745,Oc1ccc2ccccc2c1C1=NNC(c2ccc(Cl)cc2)C1,0.0,2,4,4,2,3,2,2,4,3,3
36746,O=C(c1ccco1)C1CC(c2c(O)ccc3ccccc23)=NN1,0.0,5,4,4,2,2,3,2,2,2,5
36747,COc1ccc(C2CC(c3c(O)ccc4ccccc34)=NN2C(C)=O)cc1OC,0.0,3,5,2,5,4,3,2,4,3,2
36748,CC(=O)N1N=C(c2c(O)ccc3ccccc23)CC1c1ccc(Cl)cc1,0.0,1,2,1,5,2,3,3,5,5,4
36749,CC(=O)N1N=C(c2c(O)ccc3ccccc23)CC1C(=O)c1ccco1,0.0,5,3,2,1,3,2,1,5,4,1
36750,COc1ccc(C2CC(c3c(O)ccc4ccccc34)=NN2c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,0.0,4,3,2,1,3,4,1,2,5,4
36751,O=[N+]([O-])c1ccc(N2N=C(c3c(O)ccc4ccccc34)CC2c2ccc(Cl)cc2)c([N+](=O)[O-])c1,0.0,2,1,2,2,1,4,1,2,3,5
36752,COc1ccc(C2CC(c3ccc4ccccc4c3O)=NN2)cc1OC,0.0,3,5,2,4,2,4,1,4,1,1
36753,Oc1c(C2=NNC(c3ccc(Cl)cc3Cl)C2)ccc2ccccc12,0.0,1,5,4,4,1,3,3,3,4,5
36754,O=C(c1ccco1)C1CC(c2ccc3ccccc3c2O)=NN1,0.0,1,5,4,4,5,3,5,1,1,2
36755,Oc1c(C2=NNC(c3cccs3)C2)ccc2ccccc12,0.0,2,1,4,2,5,4,4,2,2,1
36756,CN(C)c1ccc(C2CC(c3ccc4ccccc4c3O)=NN2)cc1,0.0,3,4,1,4,2,5,1,2,5,4
36757,COc1ccc(C2CC(c3ccc4ccccc4c3O)=NN2C(C)=O)cc1OC,0.0,3,2,3,2,2,5,4,2,5,1
36758,CC(=O)N1N=C(c2ccc3ccccc3c2O)CC1c1ccc(Cl)cc1Cl,0.0,1,2,4,2,5,3,5,2,4,3
36759,CC(=O)N1N=C(c2ccc3ccccc3c2O)CC1C(=O)c1ccco1,0.0,5,5,1,3,1,5,5,4,2,5
36760,CC(=O)N1N=C(c2ccc3ccccc3c2O)CC1c1cccs1,0.0,2,1,3,4,2,3,4,1,2,2
36761,CC(=O)N1N=C(c2ccc3ccccc3c2O)CC1c1ccc(N(C)C)cc1,0.0,2,1,1,1,1,4,5,4,4,1
36762,O=[N+]([O-])c1ccc(N2N=C(c3ccc4ccccc4c3O)CC2c2ccc(Cl)cc2)c([N+](=O)[O-])c1,0.0,2,4,2,2,1,2,4,5,4,5
36763,O=[N+]([O-])c1ccc(N2N=C(c3ccc4ccccc4c3O)CC2c2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1,0.0,2,5,4,1,4,2,2,2,5,4
36764,O=C(c1ccco1)C1CC(c2ccc3ccccc3c2O)=NN1c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.0,3,5,3,3,4,3,1,4,3,2
36765,CN(C)c1ccc(C2CC(c3ccc4ccccc4c3O)=NN2c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.0,5,1,2,3,2,1,5,5,3,2
36766,O=C1CC(=O)NC(NN2C(=O)CSC2c2ccccc2)=N1,0.0,3,1,3,3,5,1,2,5,4,3
36767,O=C1CC(=O)NC(NN2C(=O)CSC2c2ccc(Cl)cc2)=N1,0.0,4,3,2,2,4,2,1,4,2,2
36768,O=C1CC(=O)NC(NN2C(=O)CSC2c2ccc(Cl)c(Cl)c2)=N1,0.0,2,3,3,3,2,1,3,5,2,4
36769,COc1ccc(C2SCC(=O)N2NC2=NC(=O)CC(=O)N2)cc1,0.0,1,4,2,4,1,4,4,1,2,3
36770,O=C1CC(=O)NC(NN2C(=O)CSC2C(=O)c2ccco2)=N1,1.0,1,3,5,1,5,2,5,2,5,2
36771,O=C1CC(=O)NC(NN2C(=O)C(=Cc3ccccc3)N=C2c2ccccc2)=N1,0.0,2,1,4,2,4,2,1,2,2,4
36772,O=C1CC(=O)NC(NN2C(=O)C(=Cc3ccc(Cl)cc3)N=C2c2ccccc2)=N1,0.0,2,3,4,4,4,3,4,5,5,2
36773,O=C1CC(=O)NC(NN2C(=O)C(=Cc3ccc(Cl)c(Cl)c3)N=C2c2ccccc2)=N1,0.0,1,4,1,4,1,2,4,1,1,1
36774,O=C1CC(=O)NC(NN2C(=O)C(=CC(=O)c3ccco3)N=C2c2ccccc2)=N1,0.0,5,3,3,3,2,4,2,5,3,5
36775,O=C1CC(=O)NC(NNS(=O)(=O)c2ccccc2)=N1,0.0,2,4,4,5,1,5,4,4,3,2
36776,O=C1CC(=O)NC(NNS(=O)(=O)c2ccc(Cl)cc2)=N1,0.0,4,2,3,5,2,2,2,2,2,3
36777,COc1ccc(C=C2N=C(c3ccccc3)N(NC3=NC(=O)CC(=O)N3)C2=O)cc1,0.0,5,1,4,3,4,2,1,3,3,1
36778,Oc1nc(-c2ccccc2)nc2c1sc1nc3ccccc3n12,0.0,3,4,4,4,1,5,5,5,3,5
36779,Oc1nc(Cc2ccccc2)nc2c1sc1nc3ccccc3n12,0.0,5,1,5,1,4,2,2,2,1,1
36780,CCSc1nc(C)nc2c1sc1nc3ccccc3n12,0.0,5,4,2,4,5,2,2,1,5,2
36781,CCOP(=O)(OCC)C(=Cc1ccccc1)CC(C)=O,0.0,2,4,3,2,1,4,1,1,5,3
36782,CCOP(=O)(OCC)C(=Cc1cccs1)CC(C)=O,0.0,5,3,1,1,5,1,4,4,4,4
36783,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,0.0,4,3,5,1,5,2,4,5,2,5
36784,O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1,0.0,2,5,2,3,1,4,3,4,4,3
36785,COc1ccc(C=CC(=O)CC(=O)C=Cc2ccc(OC)cc2)cc1,0.0,4,3,5,3,2,4,1,3,5,2
36786,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,0.0,1,3,1,3,1,2,3,5,2,1
36787,O=C(C=Cc1ccc(O)c(O)c1)CC(=O)C=Cc1ccc(O)c(O)c1,0.0,2,1,4,4,4,2,4,5,4,5
36788,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(O)c2)ccc1O,0.0,3,3,2,2,1,1,5,5,1,2
36789,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,0.0,1,2,4,4,1,1,5,5,4,5
36790,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,0.0,4,4,2,2,2,1,3,2,4,1
36791,CC(=O)Oc1ccc(CC2COC(=O)C2Cc2ccc(OC(C)=O)c(OC(C)=O)c2)cc1OC(C)=O,0.0,1,4,2,2,5,2,5,1,5,2
36792,CCc1c(OC)oc(CCCCCCCCCC(C)C(C)=O)c(C)c1=O,0.0,1,2,3,4,5,2,5,3,1,1
36793,C=CC(=O)N1CC(=Cc2ccc(Cl)cc2)C(=O)C(=Cc2ccc(Cl)cc2)C1,0.0,1,4,3,1,4,2,4,3,5,2
36794,C=CC(=O)N1CC(=Cc2ccc(F)cc2)C(=O)C(=Cc2ccc(F)cc2)C1,0.0,5,2,4,3,5,5,1,1,3,5
36795,C=CC(=O)N1CC(=Cc2ccc(OC)cc2)C(=O)C(=Cc2ccc(OC)cc2)C1,0.0,5,4,1,5,5,5,5,3,1,5
36796,C=CC(=O)N1CC(=Cc2ccc(N(C)C)cc2)C(=O)C(=Cc2ccc(N(C)C)cc2)C1,0.0,2,4,2,2,2,1,1,1,5,5
36797,COc1ccc(C=CC(=O)CCN2CCN(CCC(=O)C=Cc3ccc(OC)cc3)CC2)cc1.Cl,0.0,3,3,1,1,3,2,2,5,4,1
36798,Cl.O=C(C=Cc1ccc(Cl)c(Cl)c1)CCN1CCN(CCC(=O)C=Cc2ccc(Cl)c(Cl)c2)CC1,0.0,2,4,4,4,2,2,1,4,2,3
36799,Cl.O=C(CCN1CCCC1)c1ccc(Oc2ccc(F)cc2)cc1,0.0,1,1,2,5,2,3,1,4,3,2
36800,Cl.O=C(C=Cc1ccccc1)CCN1CCCC1,0.0,3,2,5,3,1,4,2,1,4,2
36801,Cc1ccc(-n2c(Cn3nnc(-c4cccnc4)n3)nn(C3OC(COC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C3OC(=O)c3ccccc3)c2=S)cc1,0.0,5,5,4,5,4,1,2,3,1,4
36802,COc1ccc(-n2c(Cn3nnc(-c4cccnc4)n3)nn(C3OC(COC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C3OC(=O)c3ccccc3)c2=S)cc1,0.0,1,1,5,1,5,4,3,1,2,1
36803,Cc1ccc(-n2c(Cn3nnc(-c4cccnc4)n3)nn(C3OC(COC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C3OC(=O)c3ccccc3)c2=S)cc1C,0.0,4,2,3,1,4,5,1,1,1,5
36804,O=C(OCC1OC(n2nc(Cn3nnc(-c4cccnc4)n3)n(-c3cccc4ccccc34)c2=S)C(OC(=O)c2ccccc2)C1OC(=O)c1ccccc1)c1ccccc1,0.0,2,1,2,4,4,3,3,5,4,4
36805,O=C(NNC(=S)Nc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,0.0,3,4,4,3,2,5,4,1,5,2
36806,Cc1cccc(NC(=S)NNC(=O)c2cc(-c3ccccc3)nc3ccccc23)c1,0.0,5,2,2,2,3,5,2,1,3,4
36807,Cc1ccc(NC(=S)NNC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc1,0.0,4,4,5,1,2,5,5,4,5,1
36808,O=C(NNC(=S)Nc1cccc(Cl)c1)c1cc(-c2ccccc2)nc2ccccc12,0.0,2,2,2,5,4,4,1,1,5,3
36809,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1cc(-c2ccccc2)nc2ccccc12,0.0,1,2,2,2,5,2,2,1,1,2
36810,COc1ccccc1NC(=S)NNC(=O)c1cc(-c2ccccc2)nc2ccccc12,0.0,5,2,5,1,3,3,4,3,3,5
36811,COc1ccc(NC(=S)NNC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc1,0.0,2,5,4,5,2,2,5,3,1,3
36812,O=C(NNC(=S)Nc1ccc(Br)cc1)c1cc(-c2ccccc2)nc2ccccc12,0.0,4,5,2,1,1,3,3,1,2,5
36813,Cc1ccc(NC(=S)NNC(=O)c2cc(-c3ccccc3)nc3ccccc23)cc1C,0.0,2,1,2,3,1,5,3,3,4,2
36814,CC[N+]1(CC)CCN[Co-4]123([OH+]C(=O)[OH+]2)[OH+]C(=O)[OH+]3.[K+],0.0,1,5,4,1,1,4,5,5,4,2
36815,CC[N+]1(CC)CCN[Co-4]123([OH+]C(=O)C(=O)[OH+]2)[OH+]C(=O)C(=O)[OH+]3.[K+],0.0,5,1,4,2,4,1,3,1,3,5
36816,CC1=[O+][Co-4]23(NCCN2CCCNC(=O)c2cccc4cc5ccccc5nc24)([O+]=C(C)C(C)=C(C)[OH+]3)[OH+]C(C)=C1C.[O-][Cl+3]([O-])([O-])[O-],0.0,1,5,3,2,3,2,3,5,2,1
36817,O=C(NC(CO)CO)c1ccc2cc(C(=O)N3CC(CCl)c4ccc([N+](=O)[O-])cc43)[nH]c2c1,0.0,1,5,3,5,5,2,2,2,3,3
36818,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,0.0,2,5,2,3,3,2,1,2,3,2
36819,CCCc1cc(=O)oc2c3c(cc(OS(=O)(=O)c4ccc(C)cc4)c12)OC(C)C(C)C3=O,0.0,3,4,1,4,2,5,2,4,2,1
36820,CCCc1cc(=O)oc2c3c(cc(OC(C)COC)c12)OC(C)C(C)C3O,1.0,1,5,1,1,5,3,5,1,3,5
36821,CCCc1cc(=O)oc2c3c(c4c(c12)OC(N)=C(C#N)C4c1ccccc1)OC(C)C(C)C3=O,0.0,2,5,1,3,5,1,4,3,2,2
36822,O=c1cc[nH]c(=O)n1C1CCC(CO)O1,0.0,3,2,3,3,1,3,1,4,4,1
36823,NP(=O)(OCc1ccc([N+](=O)[O-])s1)N(CCBr)CCBr,0.0,1,2,2,2,4,1,4,2,5,2
36824,NP(=O)(OCc1ccc([N+](=O)[O-])o1)N(CCBr)CCBr,0.0,4,5,2,1,5,5,5,5,2,4
36825,NP(=O)(OCC1=CC(=O)c2ccccc2C1=O)N(CCBr)CCBr,0.0,5,1,5,4,5,5,3,5,4,3
36826,CCN1CCC(O)(C=Cc2cccc(C)c2)C(C(=O)C=Cc2cccc(C)c2)C1.Cl,0.0,2,3,2,2,2,2,3,2,5,3
36827,CCCCCCCCCCCCCCCC1C[N+](C)(C)CCOP(C)(=O)O1.[Br-],0.0,3,3,5,3,3,4,3,5,2,2
36828,CCCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO.[I-],0.0,2,2,4,5,5,1,3,2,3,2
36829,O=c1[nH]c(=O)n(COCc2ccccc2)c2ccccc12,0.0,4,4,2,4,4,5,5,3,3,1
36830,O=c1[nH]c(=O)n(COCc2ccccc2)c2ccc(Br)cc12,0.0,1,2,5,2,4,3,5,4,4,4
36831,CCCCOCn1c(=O)[nH]c(=O)c2ccccc21,0.0,1,1,1,1,4,3,1,5,1,3
36832,CCCCOCn1c(=O)[nH]c(=O)c2cc(Br)ccc21,0.0,1,4,1,3,2,2,2,4,5,3
36833,O=c1[nH]c(=O)n(COCc2ccccc2)c2ccc([N+](=O)[O-])cc12,0.0,2,1,4,4,3,4,2,4,3,1
36834,Cl.O=c1c2ccccc2ncn1COCc1ccccc1,0.0,5,1,5,3,5,5,2,4,3,1
36835,Cl.O=c1c2cc(Br)ccc2ncn1COCc1ccccc1,0.0,4,3,5,4,3,3,3,5,1,3
36836,O=c1[nH]c(=O)n(COCCO)c2ccc(Br)cc12,0.0,3,2,1,1,2,5,4,5,4,2
36837,CC12C3C4C1C1C2C3C41CO,0.0,5,1,3,5,3,3,5,4,2,4
36838,O=[N+]([O-])c1ncn(F)c1[N+](=O)[O-],0.0,1,2,5,1,3,4,5,2,2,1
36839,O=[N+]([O-])c1cn(F)c([N+](=O)[O-])n1,0.0,1,5,4,5,4,5,2,1,3,5
36840,O=[N+]([O-])c1nc(Br)n(F)c1[N+](=O)[O-],0.0,2,3,5,4,1,5,4,2,1,2
36841,O=[N+]([O-])c1nc(-c2nc([N+](=O)[O-])c([N+](=O)[O-])[nH]2)[nH]c1[N+](=O)[O-],0.0,2,4,5,2,3,5,4,4,2,3
36842,COc1ccc(N=NC(=O)NC(CC(C)C)C(N)=O)cc1,0.0,1,2,4,3,1,1,1,3,4,2
36843,COc1ccc(-n2c(=O)[nH]n(C(C)=O)c2=O)cc1,0.0,2,3,4,3,2,2,4,2,5,1
36844,CC12CC3OC(=O)C1COC14OC5(C2C1=O)C(O)(CCC1C4CC(O)C2(Cl)CC=CC(=O)C12C)C(=O)OC35C,0.0,2,2,4,2,5,1,5,5,3,2
36845,CC(=O)NC1C(OC2C(CO)OC(OCC3OC(n4ccc(=N)[nH]c4=O)C(O)C3O)C(NC(C)=O)C2O)OC(CO)C(O)C1O,0.0,2,5,4,4,3,3,5,5,4,1
36846,CC(C)(C)OC(=O)NCC(CNC(=O)OC(C)(C)C)c1nc(C(N)=O)cs1,0.0,5,5,2,4,3,4,5,2,4,4
36847,CSCCCNC(=O)c1csc(-c2csc(C(CNC(=O)OC(C)(C)C)CNC(=O)OC(C)(C)C)n2)n1,0.0,4,4,3,4,2,3,1,4,5,4
36848,CNc1ccccc1S(=O)(=O)c1ccccc1C(F)(F)F,0.0,5,4,5,3,2,4,2,3,2,5
36849,CNc1ccc(C)cc1S(=O)(=O)c1ccc(OC)cc1,0.0,5,5,5,1,4,2,2,1,2,5
36850,CNc1ccccc1S(=O)(=O)c1cc(Cl)ccc1OC,1.0,4,5,4,1,2,4,3,1,1,2
36851,CNc1ccc(Cl)cc1S(=O)(=O)c1ccc(OC)cc1,0.0,4,1,5,2,4,2,3,5,3,5
36852,CNc1ccc(Cl)cc1S(=O)(=O)c1ccccc1Br,0.0,5,4,2,1,2,2,4,1,2,3
36853,COC(=O)C(Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cc(N(C)C)cc(CNC(Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)OC)n1,0.0,5,2,3,5,3,5,2,1,4,2
36854,COC(=O)C(Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cc(N(C)C)cc(CNC(Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)OC)n1.[Zn],0.0,3,4,4,4,1,5,1,3,3,1
36855,CN(C)c1cc(CNC(Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)O)nc(CNC(Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)O)c1.[Zn],0.0,1,3,4,1,4,2,3,2,3,2
36856,CN(C)c1cc(CNC(Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)O)nc(CNC(Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)O)c1,0.0,1,3,2,2,2,2,2,2,5,4
36857,CN(C)c1cc(CNCCc2c[nH]cn2)nc(CNCCc2c[nH]cn2)c1,0.0,3,5,4,5,1,4,3,4,4,5
36858,CN(C)CCCNCc1cc(N(C)C)cc(CNCCCN(C)C)n1,0.0,5,3,1,2,4,5,1,2,2,4
36859,CN(C)c1cc(CNCCS)nc(CNCCS)c1.Cl,0.0,3,3,5,4,1,5,1,4,5,2
36860,CN(C)c1cc(CNCCSC(C)(C)C)nc(CNCCSC(C)(C)C)c1,0.0,4,4,4,3,2,2,5,1,4,3
36861,CN(C)c1cc(CNCCSC(c2ccccc2)(c2ccccc2)c2ccccc2)nc(CNCCSC(c2ccccc2)(c2ccccc2)c2ccccc2)c1,0.0,5,5,1,2,4,4,4,4,2,4
36862,CN(C)c1cc(CN(CCSS(=O)c2ccccc2[N+](=O)[O-])S(=O)c2ccccc2[N+](=O)[O-])nc(CN(CCSS(=O)c2ccccc2[N+](=O)[O-])S(=O)c2ccccc2[N+](=O)[O-])c1,0.0,3,5,1,5,2,3,4,5,4,3
36863,COC(=O)C(CCSC)NCc1cc(N(C)C)cc(CNC(CCSC)C(=O)OC)n1,0.0,3,2,1,3,1,5,4,5,2,2
36864,COC(=O)CNCc1cc(N(C)C)cc(CNCC(=O)OC)n1,0.0,4,2,4,2,4,3,4,4,3,4
36865,CC1=CC(=O)c2c(O)cccc2C1=O,0.0,5,1,3,5,2,2,4,3,1,5
36866,CC1CC(O)C2(O)OC3CC4(C=O)C(CC=C5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)CC3OC2O1,0.0,4,4,1,2,1,3,2,1,4,2
36867,COc1cc2cc(C(=O)N3CC(CCl)c4ccc(NO)cc43)[nH]c2c(OC)c1OC,0.0,3,5,1,3,2,2,1,3,3,2
36868,COc1cc2cc(C(=O)N3CC(CCl)c4ccc(NCCN)cc43)[nH]c2c(OC)c1OC.Cl,0.0,4,2,4,3,1,1,3,5,2,4
36869,C=C1CN(C(=O)c2cc3cc(OC)c(OC)c(OC)c3[nH]2)c2cc([N+](=O)[O-])ccc21,0.0,2,2,3,5,1,1,3,3,3,1
36870,C#CCn1c(I)cc2c(c1=O)COC(=O)C2(O)CC,0.0,2,4,3,1,4,1,4,5,3,3
36871,C=CC(C)(C)NC(C(=O)N1CCCC1c1nc(-c2nc(C(=O)OCC=C(C)C)c(C)o2)c(C)o1)C(C)C,0.0,1,1,3,2,4,1,2,3,3,1
36872,C[N+]12CCCCC1C(CN1C(=O)c3ccccc3C1=O)CCC2.[I-],0.0,5,1,4,2,2,3,2,2,5,4
36873,COc1ccccc1C(=O)NCC1CCCN2CCCCC12,0.0,2,4,3,1,3,3,2,2,5,5
36874,C[N+]12CCCCC1C(CN1C(=O)Cc3c4ccccc4c(c4ccccc34)CC1=O)CCC2.[I-],0.0,2,2,5,4,5,3,5,2,5,4
36875,O=C(O)c1ccccc1C(=O)OCC1CCCN2CCCCC12,0.0,3,2,2,3,1,1,2,1,5,5
36876,CC(C)(C)C(=O)OCC1CCC[N+]2(C)CCCCC12.[I-],0.0,4,3,3,2,4,2,2,1,1,5
36877,C[N+]12CCCCC1C(COc1cccc3cccnc13)CCC2.[I-],0.0,2,4,3,5,4,5,1,3,1,1
36878,Cl.O=C(OCC1CCCN2CCCCC12)c1ccncc1,0.0,2,4,1,1,2,5,3,4,3,5
36879,O=C(O)C1CC(C2CCCCN2)CN2CCCCC12,0.0,1,3,2,1,2,5,2,1,4,1
36880,CSc1ncc2c(C#N)c3n(C)c4ccccc4n3c(=O)c2n1,0.0,5,3,2,5,1,3,5,3,5,1
36881,CSc1ncc2c(C#N)c3sc4ccccc4n3c(=O)c2n1,0.0,4,5,3,2,5,2,2,4,4,4
36882,CSc1ncc2c(C#N)c3ccccn3c(=O)c2n1,0.0,2,1,3,3,2,3,1,3,1,3
36883,Cc1cc(C(C#N)c2nc3ccccc3s2)nc(Cl)n1,0.0,2,1,3,3,3,1,4,1,2,2
36884,Cc1cc(C(C#N)c2nc3ccccc3[nH]2)nc(Cl)n1,0.0,3,4,5,2,5,2,1,5,4,2
36885,N#CC(c1ccccn1)c1nc2ccccc2nc1Cl,0.0,5,4,2,1,1,5,2,4,3,3
36886,N#CC(c1nc2ccccc2s1)c1nc2ccccc2nc1Cl,0.0,3,4,5,2,5,3,1,1,2,3
36887,N#CC(c1nc2ccccc2[nH]1)c1nc2ccccc2nc1Cl,0.0,5,1,2,2,1,4,2,4,4,1
36888,CC1(C)C(=O)C(=Cc2ccccc2)C(C)(C)C1(C)C,0.0,5,3,2,3,1,2,3,3,3,5
36889,COC(=O)C(CCSc1ccccc1)C(=O)OC,0.0,3,1,1,2,2,4,2,2,1,2
36890,CC(C)(C)C(=O)OC(N)C=Cc1ccccc1,0.0,4,4,1,2,3,3,3,4,1,4
36891,CCCCC1=NNC(=O)C1,0.0,3,3,2,1,4,3,5,5,2,5
36892,CC1(C)OC(=O)CC(=O)O1,0.0,2,2,3,3,3,2,5,5,4,1
36893,CCN(CCCN(CC)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1,0.0,5,5,4,2,2,4,4,1,2,2
36894,N#CCCN(CCCN(C(=O)Nc1ccccc1)c1ccccc1)C(=O)Nc1ccccc1,0.0,2,3,2,5,2,3,3,2,3,4
36895,N#CCCN(CCCN(CCCN(C(=O)Nc1ccccc1)c1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1,0.0,5,2,2,1,1,3,2,5,1,4
36896,COC(=O)C(Cc1ccccc1)NC(=O)N(CCCN(CCC#N)C(=O)NC(C(=O)OC)C(C)C)c1ccccc1,0.0,4,1,2,4,4,5,1,5,5,5
36897,CNC(=O)N(CCC#N)CCCN(C(=O)NC)c1ccccc1,0.0,4,5,3,5,1,5,4,3,2,1
36898,N#CCCN(CCN(C(=O)Nc1ccccc1)c1ccccc1)C(=O)Nc1ccccc1,0.0,5,3,3,5,5,3,3,3,1,1
36899,COC(=O)C(Cc1ccccc1)NC(=O)N(CCN(CCC#N)C(=O)NC(C(=O)OC)C(C)C)c1ccccc1,0.0,1,1,2,4,5,4,2,1,2,5
36900,COC(=O)C(Cc1ccccc1)NC(=O)N(CCC#N)CCN(C(=O)NC(Cc1ccccc1)C(=O)OC)c1ccccc1,0.0,1,1,2,5,2,2,4,2,3,4
36901,CNC(=O)N(CCC#N)CCN(C(=O)NC)c1ccccc1,0.0,1,3,1,5,3,5,2,5,3,2
36902,CCN(CCC#N)C(=O)Nc1ccccc1,0.0,5,3,4,3,4,4,3,1,3,4
36903,CNC(=O)N(CCC#N)CCCN(C(=O)N(C)C)c1ccccc1,0.0,5,2,4,1,3,3,4,1,1,5
36904,CNC(=O)N(CCC#N)CCN(C(=O)N(C)C)c1ccccc1,0.0,2,2,2,2,4,5,4,1,3,1
36905,N#CCCN(C(=O)Nc1ccccc1)C1CCCCC1N(C(=O)Nc1ccccc1)c1ccccc1,0.0,2,3,2,3,5,5,2,5,5,1
36906,CNC(=O)N(CCC#N)C1CCCCC1N(C(=O)NC)c1ccccc1,0.0,3,2,5,3,4,5,3,1,4,1
36907,N#CCCN(CCN(CCN(C(=O)Nc1ccccc1)c1ccccc1)C(=O)Nc1ccccc1)C(=O)Nc1ccccc1,0.0,3,2,4,4,5,3,5,5,4,3
36908,CNC(=O)N(CCC#N)CCN(CCN(C(=O)NC)c1ccccc1)C(=O)NC,0.0,5,2,5,5,2,1,5,3,1,4
36909,CCC(C)C(NC(=O)N(CCC#N)CCN(CCN(C(=O)NC(Cc1ccccc1)C(=O)OC)c1ccccc1)C(=O)NC(C(=O)OC)C(C)C)C(=O)OC,0.0,3,5,5,5,2,3,4,1,5,1
36910,CC(C)(C)OC(=O)NCCNCCNc1ccccc1,0.0,5,2,2,1,5,5,3,2,5,2
36911,CCn1cnc2c(NC(C)=O)ncnc21,0.0,1,3,2,3,2,2,2,3,4,1
36912,CNC(=O)c1cc(NC(=O)N(CCC#N)CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC)c2ccccc2)ccc1OC,0.0,2,2,2,3,3,1,3,4,5,2
36913,CCN(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC)c1ccccc1,0.0,2,3,2,1,1,1,3,5,3,3
36914,CCOC(=O)c1cc(NC(=O)N(CCC#N)CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC)c2ccccc2)ccc1OC,0.0,3,4,5,1,4,4,1,2,1,5
36915,CCN(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)OC)c1ccccc1,0.0,1,1,5,4,4,5,3,2,2,2
36916,CCN(C(=O)NC(C(=O)NC(C)C(=O)OC)C(C)C)c1ccccc1,0.0,5,3,1,5,1,1,3,1,3,1
36917,CCN(C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC)c1ccccc1,0.0,1,5,5,2,3,3,2,1,1,1
36918,CCN(C(=O)NC(CC(C)C)C(=O)NCC(=O)OC)c1ccccc1,0.0,5,5,4,3,4,4,4,4,5,2
36919,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)N(CC)c1ccccc1)C(=O)NC(CC(C)C)C(=O)OC,0.0,3,4,5,1,4,4,5,3,2,2
36920,CCN(C(=O)NC(C(=O)NC(CSC)C(=O)NC(C)C(=O)OC)C(C)C)c1ccccc1,0.0,1,4,1,5,3,5,2,3,2,2
