SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles
11110748,test set,,1,,,,FC(F)(F)c1cc(C(F)(F)F)cc(c1)COC(=O)[C@@H](NC(=O)C)Cc2c3c([nH]c2)cccc3
11111522,test set,,0,,,,O=C(NNCCC(=O)NCc1ccccc1)c2ccncc2
11111830,test set,,0,,,,O=C(N[C@@H](c1ccccc1)C(OC)=O)c2c3c(nc(c2)-c4ccccc4)cccc3
11113199,test set,,1,,,,O1C(=O)C([C@@H]2[C@@H]1C[C@@]3([C@@H](C2)C(CCC3)=C)C)=C
11113214,test set,,1,,,,O1C(=O)c2c([C@H]1[C@@H]3N(CCc4c3cc5OCOc5c4)C)ccc6OCOc26
11113244,test set,,1,,,,O1C(=O)c2c([C@H]1[C@@H]3N(CCc4c3cc5OCOc5c4)C)ccc(OC)c2OC
11114361,test set,,0,,,,O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)CC(=O)N[C@H](CC(=O)O)CCC(=O)O)[C@H]3[C@H](NC(=O)C[C@@H](NC(=O)C[C@@H](NC(=O)[C@H]4[C@H](N)CCCC4)CC(C)C)C(C)C)CCNC3
17384898,test set,,0,,,,P(=O)(N[C@H]([C@@H]1[C@@H](C1)C(OC)=O)c2ccccc2)(c3ccccc3)c4ccccc4
26752388,test set,,0,,,,O1[C@@]23N(C(=O)[C@@]1(C4C2C(=O)N(C4=O)c5ccccc5)C(OC)=O)C(C(=C(N3Cc6ccccc6)C)C(OC)=O)c7ccccc7
26752409,test set,,0,,,0,O=C(O)C1NC(c2[nH]c3c(c2C1)cccc3)c4ccccc4
26752413,test set,,0,,,,Brc1c([C@H]2N3C(C(=O)N4C(C3=O)CCC(C4c5c(Br)cccc5)C)CCC2C)cccc1
26752418,test set,,0,,,,O=C1N2C(C(=O)N3C1CCC(C3c4cc(ccc4)CC=C)C)CCC(C2c5cc(ccc5)CC=C)C
26752431,test set,,0,,,,Brc1ccc(C2N3C(C(OC(C3)CN4C(=O)c5c(C4=O)cccc5)=O)CCC2C)cc1
26752469,test set,,1,,,,O1C(c2cc3OCOc3cc2)C=CC(OC(=O)C)C1COC(=O)C
26752533,test set,,1,,,,O(c1cc(/C=C/C(O)C(=C)C)ccc1)C
26752540,test set,,1,,,,Brc1ccc(cc1)/C=C/C(O)C(=C)C
26752545,test set,,1,,,1,FC(F)(F)C(=O)N(CCc1cc(OC)c(OC)cc1)/C=C/c2ccc(OC)cc2
26752610,test set,,1,,,,O(C(=O)N1C(c2c(C=C1CCCCCCC)cccc2)CC(=O)C)C
26752612,test set,,1,,,0,Clc1ccc(C(NC(OC)=O)/C(=C(/NCc2ccccc2)\C)/C(OC)=O)cc1
26752650,test set,,0,,,,Brc1ccc(C2C3(C(=CC(C3)(C(=O)C2)C)/C=C/c4ccc(Br)cc4)C)cc1
26752716,test set,,1,,,,O(C1C(OCC1O)/C=C/C#Cc2ccccc2)c3ccc(C(C)(C)C)cc3
26752724,test set,,0,,,,Fc1cc(c(OC2C(OC(c3cc4OCOc4cc3)C=C2)CO)cc1)C
26752725,test set,,1,,,1,O(C1C(OC(C=C1)C#Cc2ccc(OC)cc2)CO)c3cc(cc(c3)C)C
26752732,test set,,0,,,0,Brc1ccc(C#CC2OC(C(Oc3c(cccc3)C)C=C2)CO)cc1
846220,test set,,,,,0,O1c2c3c(nc(O)c2C=CC1(C)C)ccc(OC)c3
846406,test set,,,,,0,S(C1=NCCN1)CC(=O)O
855514,test set,,,,,0,O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(CC3)=CC(=O)CC4)C)C(=O)C2)CC1)C)C(=O)COC(=O)C
855523,test set,,,,,0,n1c(nc(nc1N(C)C)N(C)C)N(C)C
855536,test set,,,,,0,[nH]1c2c(c3c1cccc3)ccnc2
855541,test set,,,,,1,O1[C@]2([C@@]3([C@H]([C@@H]4CCC=5[C@@]([C@H]4[C@H](C3)O)(C=CC(=O)C5)C)C[C@H]2OC1CCC)C)C(=O)CO
855554,test set,,,,,0,O=C(N1C(=O)CCC1)c2ccc(OC)cc2
855574,test set,,,,,0,O=C(NCCC(=O)O)c1ccccc1
855579,test set,,,,,0,O=C(O)CC1(CCCCC1)CN
855580,test set,,,,,0,Clc1nc2n(cnc2c(n1)N)[C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO
855587,test set,,,,,0,O(c1c(OC)cccc1)CC(O)COC(=O)N
855592,test set,,,,,0,S(=O)(=O)(N)c1ccc(cc1)C(=O)O
855602,test set,,,,,0,O=C(O)C(c1ccc(cc1)CC(C)C)C
855609,test set,,,,,0,Ic1c2c(nccc2)c(O)c(I)c1
855618,test set,,,,,0,O(Cc1n(c(N(=O)=O)cn1)C)C(=O)N
855633,test set,,,,,0,O(c1ccc(cc1)CC(=O)NO)CCCC
855643,test set,,,,,1,O1C(c2cc3OC(C(Oc3cc2)CO)c4cc(OC)c(O)cc4)C(O)C(=O)c5c1cc(O)cc5O
855646,test set,,,,,0,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1
855647,test set,,,,,0,OC(C1CCN(CC1)CCCC(O)c2ccc(C(C)(C)C)cc2)(c3ccccc3)c4ccccc4
855656,test set,,,,,0,S(=O)(=O)(Nc1ncccc1)c2ccc(N)cc2
855658,test set,,,,,1,O1C(=O)[C@@H]2[C@@H](c3c([C@@H]([C@H]2C1)O)cc4OCOc4c3)c5cc(OC)c(OC)c(OC)c5
855675,test set,,,,,0,S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(c1)C(=O)O
855676,test set,,,,,0,Brc1cc(C(=O)c2c3c(oc2CC)cccc3)cc(Br)c1O
855677,test set,,,,,0,Clc1ccc(C(=O)n2c3c(c(c2C)CC(OCC(=O)O)=O)cc(OC)cc3)cc1
855680,test set,,,,,0,O(c1c2c(C(=O)c3c(C2=O)c(OC(=O)C)ccc3)cc(c1)C(=O)O)C(=O)C
855686,test set,,,,,1,[nH]1c2c(c3c1cccc3)c(c4c(c2C)ccnc4)C
855690,test set,,,,,0,S(=O)(=O)(CCn1c(N(=O)=O)cnc1C)CC
855694,test set,,,,,1,Oc1ccc(/C(/C(/c2ccc(O)cc2)=C/C)=C\C)cc1
855697,test set,,,,,0,S(=O)(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2
855703,test set,,,,,0,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(Nc2c1)C(Cl)Cl
855708,test set,,,,,0,Ic1c(O)ccc(c1)C[C@H](N)C(=O)O
855714,test set,,,,,0,SC[C@H](NC(=O)C)C(=O)O
855720,test set,,,,,0,S(=O)(=O)(NC(=O)c1ccccc1)c2ccc(N)cc2
855748,test set,,,,,0,S(c1cc2nc([nH]c2cc1)NC(OC)=O)c3ccccc3
855756,test set,,,,,0,Clc1nc2n(cnc2c(n1)N)[C@@H]3O[C@@H]([C@H](C3)O)CO
855757,test set,,,,,1,O(c1c(c(O)c(cc1)C(=O)C)CCC)CCCCc2nn[nH]n2
855764,test set,,,,,1,FC(F)(F)c1ccc(NC(=O)c2c(onc2)C)cc1
855781,test set,,,,,0,S(=O)(=O)(Nc1sccn1)c2ccc(NC(=O)CCC(=O)O)cc2
855782,test set,,,,,0,S(=O)(=O)(NC(=O)NCCCC)c1ccc(cc1)C
855794,test set,,,,,0,Fc1c(-c2cc(c(O)cc2)C(=O)O)ccc(F)c1
855800,test set,,,,,1,O=C(NNCCC(=O)NCc1ccccc1)c2ccncc2
855809,test set,,,,,0,S(c1cc2nc([nH]c2cc1)NC(OC)=O)CCC
855815,test set,,,,,0,S1(=O)(=O)N(C(=C(O)c2c1cccc2)C(=O)Nc3sc(cn3)C)C
855842,test set,,,,,0,OC(CN1CCN(c2ccccc2)CC1)CO
855855,test set,,,,,0,FC(F)(F)c1cc(Nc2c(C(=O)O)cccc2)ccc1
855863,test set,,,,,0,ClCCN(c1ccc(cc1)CCCC(=O)O)CCCl
855872,test set,,,,,0,S(=O)(=O)(Nc1ncccn1)c2ccc(N)cc2
855877,test set,,,,,0,Clc1ccc(C(=O)NCCc2ccc(OC(C(=O)O)(C)C)cc2)cc1
855879,test set,,,,,0,O=C1c2c(C(=O)c3c1c(O)ccc3)cc(cc2O)C(=O)O
855883,test set,,,,,0,S1(=O)(=O)NCNc2c1cc(S(=O)(=O)N)c(c2)C(F)(F)F
855885,test set,,,,,0,Clc1c(S(=O)(=O)N)cc(C(=O)NN2c3c(CC2C)cccc3)cc1
855894,test set,,,,,1,Clc1cc(c(OC)cc1)C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2
855900,test set,,,,,0,S(=O)(=O)(N)c1sc(nn1)NC(=O)C
855911,test set,,,,,0,O(c1cc2nc([nH]c2cc1)NC(OC)=O)CCC
855925,test set,,,,,0,SC[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C
855932,test set,,,,,0,O1[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@H](O)[C@H]1CO
855935,test set,,,,,1,O1C(c2c(C1=O)cccc2)(c3ccc(O)cc3)c4ccc(O)cc4
855940,test set,,,,,0,O(c1cc(C(=O)N(CC)CC)ccc1O)C
855954,test set,,,,,1,S(=O)(c1nc2c([nH]1)cccc2)Cc3nccc(OCC(F)(F)F)c3C
855966,test set,,,,,0,S1(=O)(=O)N(C(=C(O)c2c1cccc2)C(=O)Nc3noc(c3)C)C
856017,test set,,,,,0,S(=O)(=O)(NC(=N)N)c1ccc(N)cc1
856019,test set,,,,,1,O=C1C(=C(C(=O)C(=C1C)C)C)CCCCC#CCCCC#CCO
858070,test set,,,,,0,Oc1ccc(cc1)CCN
858313,test set,,,,,0,N1(CCNCC1)CCNCc2ncccc2
859279,test set,,,,,0,Fc1cc2c([nH]c(c2)C(=O)O)cc1
859405,test set,,,,,0,S(=O)(=O)(Nc1ncnc(OC)c1)c2ccc(N)cc2
859862,test set,,,,,0,S(=O)(=O)(Nc1onc(c1C)C)c2ccc(N)cc2
3712514,test set,,,,,0,S1C(Nc2c(cccc2C)C)=NCCC1
4256503,test set,,,,,0,O(c1cc(c(cc1)CCCC(=O)O)C)C
4256920,test set,,,,,0,o1c(-c2nc3c(c(c2)C(=O)O)cccc3)ccc1
7975986,test set,,,,,0,S(CC(=O)c1ccccc1)CC(=O)O
11114397,test set,,,,,0,Fc1ccc(-c2n(c3nc(nc(NCCCN(C)C)c3n2)C)CCC)cc1
11114398,test set,,,,,1,Fc1ccc(-c2n(c3nc(nc(NCCCN4CCOCC4)c3n2)C)CCC)cc1
11114403,test set,,,,,0,Fc1ccc(-c2n(c3nc(nc(NCCN(C)C)c3n2)C)CCC)cc1
11114406,test set,,,,,0,Fc1ccc(-c2n(c3nc(nc(NCCN4CCCC4)c3n2)C)CCC)cc1
11114410,test set,,,,,1,S1CCN(CCNc2nc(nc3n(c(nc32)-c4ccc(F)cc4)CCC)C)CC1
11114413,test set,,,,,1,Fc1ccc(-c2n(c3nc(nc(NC4CN(CC4)Cc5ccccc5)c3n2)C)CCC)cc1
11114422,test set,,,,,1,Fc1ccc(-c2n(c3nc(nc(N4CCN(CCC4)Cc5ccccc5)c3n2)C)CCC)cc1
11114423,test set,,,,,1,Fc1ccc(-c2n(c3nc(nc(N4CCN(CC4)Cc5nc(OC)cc(OC)n5)c3n2)C)CCC)cc1
11114425,test set,,,,,1,Fc1ccc(-c2n(c3nc(nc(N4CCN(CC4)CCn5cncc5)c3n2)C)CCC)cc1
11114430,test set,,,,,0,OCCNc1nc(nc2n(c(nc21)-c3ccccc3)CCCN(C)C)C
11114431,test set,,,,,0,O1CCN(c2nc(nc3n(c(nc32)-c4ccccc4)CCCN(C)C)C)CC1
11114433,test set,,,,,1,O1CCN(CCCn2c3nc(nc(NCc4ccccc4)c3nc2-c5ccccc5)C)CC1
11114437,test set,,,,,1,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)C(CCCN(CC)CC)C
11114438,test set,,,,,1,n1(c2nc(nc(NC3CCCCC3)c2nc1-c4ccccc4)C)C(CCCN(CC)CC)C
11114439,test set,,,,,0,OCCNc1nc(nc2n(c(nc21)-c3ccccc3)C(CCCN(CC)CC)C)C
11114446,test set,,,,,0,OCCNc1nc(nc2n(c(nc21)-c3ccccc3)CCN(C)C)C
11114447,test set,,,,,0,O(CCNc1nc(nc2n(c(nc21)-c3ccccc3)CCN(C)C)C)C
11114448,test set,,,,,0,O1CCN(c2nc(nc3n(c(nc32)-c4ccccc4)CCN(C)C)C)CC1
11114450,test set,,,,,1,n1(c2nc(nc(NCCCC)c2nc1-c3ccccc3)C)CCN4CCCCC4
11114451,test set,,,,,1,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)CCN5CCCCC5
11114452,test set,,,,,1,n1(c2nc(nc(NC3CCCCC3)c2nc1-c4ccccc4)C)CCN5CCCCC5
11114453,test set,,,,,1,O(CCNc1nc(nc2n(c(nc21)-c3ccccc3)CCN4CCCCC4)C)C
11114454,test set,,,,,1,O1CCN(c2nc(nc3n(c(nc32)-c4ccccc4)CCN5CCCCC5)C)CC1
11114455,test set,,,,,1,O1CCN(CCn2c3nc(nc(NCc4ccccc4)c3nc2-c5ccccc5)C)CC1
11114456,test set,,,,,1,O1CCN(CCn2c3nc(nc(Nc4ccccc4)c3nc2-c5ccccc5)C)CC1
11114458,test set,,,,,1,O(CCN(c1nc(nc2n(c(nc21)-c3ccccc3)CCN4CCOCC4)C)CCOC)C
11114467,test set,,,,,1,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)CC(CN(C)C)(C)C
11114472,test set,,,,,1,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)CCCN5C(CCCC5)C
11114480,test set,,,,,0,n1(c2nc(nc(Nc3ccccc3)c2nc1-c4ccccc4)C)CCCCN(CC)CC
11114482,test set,,,,,0,O(CCNc1nc(nc2n(c(nc21)-c3ccccc3)CCCCN(CC)CC)C)C
11114485,test set,,,,,1,n1(c2nc(nc(NCCCC)c2nc1-c3ccccc3)C)C4CN(CC4)Cc5ccccc5
11114486,test set,,,,,1,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)C5CN(CC5)Cc6ccccc6
11114490,test set,,,,,1,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)C(CN(C)C)C
11114491,test set,,,,,1,n1(c2nc(nc(NC3CCCCC3)c2nc1-c4ccccc4)C)C(CN(C)C)C
11114494,test set,,,,,0,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)CC5CCN(CC5)C
11114495,test set,,,,,0,n1(c2nc(nc(NC3CCCCC3)c2nc1-c4ccccc4)C)CC5CCN(CC5)C
11114496,test set,,,,,0,OCCNc1nc(nc2n(c(nc21)-c3ccccc3)CC4CCN(CC4)C)C
11114497,test set,,,,,0,O(CCNc1nc(nc2n(c(nc21)-c3ccccc3)CC4CCN(CC4)C)C)C
11114498,test set,,,,,0,O1CCN(c2nc(nc3n(c(nc32)-c4ccccc4)CC5CCN(CC5)C)C)CC1
11114500,test set,,,,,1,n1(c2nc(nc(NCCCC)c2nc1-c3ccccc3)C)CC4N(CCC4)CC
11114502,test set,,,,,1,n1(c2nc(nc(NCc3ccccc3)c2nc1-c4ccccc4)C)CC5N(CCC5)CC
11114503,test set,,,,,1,n1(c2nc(nc(NC3CCCCC3)c2nc1-c4ccccc4)C)CC5N(CCC5)CC
11114508,test set,,,,,1,O(CCN(c1nc(nc2n(c(nc21)-c3ccccc3)CC4N(CCC4)CC)C)CCOC)C
11114512,test set,,,,,0,OCCNc1nc(nc2n(c(nc21)-c3ccccc3)CCN(CC)CC)C
11114515,test set,,,,,0,O1CCN(c2nc(nc3n(c(nc32)-c4ccccc4)CCN(CC)CC)C)CC1
11114519,test set,,,,,0,O(CCNc1nc(nc2n(c(nc21)-c3ccccc3)CCCN(CC)CC)C)C
11114521,test set,,,,,0,O1CCN(c2nc(nc3n(c(nc32)-c4ccccc4)CCCN(CC)CC)C)CC1
11114524,test set,,,,,0,n1(c2nc(nc(NCCCN(C)C)c2nc1C)C)CCC
11114525,test set,,,,,0,n1(c2nc(nc(NCC3N(CCC3)CC)c2nc1C)C)CCC
11114526,test set,,,,,0,n1(c2nc(nc(NCCCN(CC)CC)c2nc1C)C)CCC
11114529,test set,,,,,0,n1(c2nc(nc(NCCN(C)C)c2nc1C)C)CCC
11114530,test set,,,,,0,n1(c2nc(nc(NCCN3CCCCC3)c2nc1C)C)CCC
11114533,test set,,,,,0,n1(c2nc(nc(NC3CCN(CC3)Cc4ccccc4)c2nc1C)C)CCC
11114534,test set,,,,,0,n1(c2nc(nc(NCC(CN(C)C)(C)C)c2nc1C)C)CCC
11114535,test set,,,,,0,n1(c2nc(nc(NCCCN3C(CCCC3)C)c2nc1C)C)CCC
11114538,test set,,,,,0,n1(c2nc(nc(NCCCCN(C)C)c2nc1C)C)CCC
11114539,test set,,,,,0,n1(c2nc(nc(NC(CN(C)C)C)c2nc1C)C)CCC
11114540,test set,,,,,0,n1(c2nc(nc(NCCCCN3CCCC3)c2nc1C)C)CCC
11114541,test set,,,,,0,OCCN(CCCNc1nc(nc2n(c(nc21)C)CCC)C)CCO
11114542,test set,,,,,0,n1(c2nc(nc(NCCN(C(C)C)C(C)C)c2nc1C)C)CCC
11114545,test set,,,,,0,O(CCNc1nc(nc2n(c(nc21)C)CCC)C)C
11114546,test set,,,,,0,OCCNc1nc(nc2n(c(nc21)C)CCC)C
11114549,test set,,,,,0,n1(c2nc(nc(N3CCN(CC3)C)c2nc1C)C)CCC
11114550,test set,,,,,0,n1(c2nc(nc(N(CCN(C)C)C)c2nc1C)C)CCC
11114551,test set,,,,,1,n1(c2nc(nc(N3CCN(CCC3)Cc4ccccc4)c2nc1C)C)CCC
11114552,test set,,,,,0,n1(c2nc(nc(N3CC(N(C)C)CC3)c2nc1C)C)CCC
11114553,test set,,,,,0,n1(c2nc(nc(N3CCC(N4CCN(CC4)C)CC3)c2nc1C)C)CCC
11114554,test set,,,,,0,n1(c2nc(nc(N(CCN(CC)CC)CCN(CC)CC)c2nc1C)C)CCC
17385344,test set,,,,,1,P(=O)(N[C@H]([C@H]1[C@@H](C1)CCCC)c2c(OC)cccc2)(c3ccccc3)c4ccccc4
17385345,test set,,,,,1,P(=O)(N[C@H]([C@]1([C@@H](C1)C=C)C)c2ccccc2)(c3ccccc3)c4ccccc4
17385348,test set,,,,,1,O=C(N[C@H](C(OC)=O)Cc1ccccc1)[C@@H]2[C@H](C2)[C@H](NC(OCc3ccccc3)=O)c4ccccc4
17385349,test set,,,,,1,O=C(N1[C@H](C(=O)NCC(=O)N[C@@H]([C@H]2[C@@](C2)(C(=O)N(C)C)C)c3ccccc3)CCC1)[C@]4([C@@H](C4)[C@H](NC(OCc5ccccc5)=O)c6ccccc6)C
17385351,test set,,,,,1,P(=O)(N[C@H]([C@]1([C@@H](C1)CCC)CCC)c2ccc(cc2)C(OC)=O)(c3ccccc3)c4ccccc4
17385352,test set,,,,,1,O=C(N[C@H]([C@]1([C@@H](C1)CCC)CCC)c2ccc(cc2)C(OC)=O)c3ccccc3
17385353,test set,,,,,1,O(C(=O)N[C@H]([C@]1([C@@H](C1)CCC)CCC)c2ccc(cc2)C(OC)=O)c3ccccc3
17385355,test set,,,,,1,O=C(NC)[C@H]1[C@H]([C@@H](NC(OCc2ccccc2)=O)c3ccccc3)C1
17385358,test set,,,,,1,O=C(N[C@H](C(OC)=O)Cc1ccccc1)[C@]2([C@@H](C2)[C@H](NC(OCc3ccccc3)=O)c4ccccc4)C
17385360,test set,,,,,1,P(=O)(N[C@H]([C@]1([C@@H](C1)CCO)C)c2ccccc2)(c3ccccc3)c4ccccc4
17385365,test set,,,,,1,O=C(N[C@@H]([C@H]1[C@@](C1)(C(N(C)C)=C)C)c2ccccc2)CNC(OCc3ccccc3)=O
17385366,test set,,,,,1,O=C(N[C@H](C(OC)=O)Cc1ccccc1)[C@@]2([C@H](C2)[C@@H](NC(OCc3ccccc3)=O)c4ccccc4)C
17385368,test set,,,,,1,O=C(NC(C)C)[C@H]1[C@@](C1)([C@@H](NC(OCc2ccccc2)=O)c3ccccc3)C
17385369,test set,,,,,1,O=C(N(C)C)[C@@H]1[C@@H]([C@H](NC(OCc2ccccc2)=O)c3ccccc3)C1
17385370,test set,,,,,1,O=C(N1[C@@H](CCC1)C(OC)=O)[C@@H]2[C@H](C2)[C@H](NC(OCc3ccccc3)=O)c4ccccc4
17385372,test set,,,,,1,P(=O)(N[C@@H](c1ccccc1)/C=C(\CCCC)/C)(c2ccccc2)c3ccccc3
17385375,test set,,,,,1,O=C(NC(C)C)[C@H]1[C@H]([C@@H](NC(OCc2ccccc2)=O)c3ccccc3)C1
17385376,test set,,,,,1,BrC1=C(NC)C(=O)c2c(C1=O)ccnc2
17385377,test set,,,,,1,ClC1=C(NC)C(=O)c2c(C1=O)ccnc2
17385378,test set,,,,,1,O=C1c2c(C(=O)C(=C1NCCO)[H])ccnc2
17385379,test set,,,,,1,ClC1=C(NC2c3c(CC2)cccc3)C(=O)c4ncccc4C1=O
17385381,test set,,,,,0,O(C(=O)C=1C(NC(=O)N(C1C)CCCCCC(=O)O)c2cc(N(=O)=O)ccc2)Cc3ccccc3
17385383,test set,,,,,1,Ic1ccc(C(N(C(=O)CCCNC(=O)c2ccccc2)CCN3CCOCC3)C(=O)NC(C)(C)C)cc1
17385384,test set,,,,,0,O=C(Nc1ccccc1)C(Cc2ccccc2)C
17385385,test set,,,,,0,O=C(N1CCN(CC1)C)C(Cc2ccccc2)C
17385386,test set,,,,,0,O=C(N(Cc1ccccc1)C)C(Cc2ccccc2)C
17385388,test set,,,,,1,O=C(NCCc1c2c([nH]c1)cccc2)C(Cc3ccccc3)C
17385390,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)NCc2ccccc2)C)Cc3ccccc3
17385391,test set,,,,,1,O=C(NCc1nn(c(c1)C)C)C(Cc2ccccc2)C
17385392,test set,,,,,1,O=C(NCc1nn(nc1C)-c2ccccc2)C(Cc3ccccc3)C
17385396,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)N(Cc2ccccc2)C)C)Cc3ccccc3
17385397,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)NCc2nn(c(c2)C)C)C)Cc3ccccc3
17385398,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)NC2CCCCC2)C)/C)Cc3ccccc3
17385399,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)N2CCN(CC2)C)C)/C)Cc3ccccc3
17385400,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)N(Cc2cnccc2)C)C)/C)Cc3ccccc3
17385401,test set,,,,,1,Fc1cc(CNC(=O)[C@@H](/C=C(/C(NC(OCc2ccccc2)=O)c3ccc(cc3)C(OC)=O)\C)C)cc(F)c1
17385402,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)NCc2noc(c2)C)C)/C)Cc3ccccc3
17385403,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)NCc2nn(nc2C)-c3ccccc3)C)/C)Cc4ccccc4
17385404,test set,,,,,1,s1c2c(nc1CNC(=O)[C@@H](/C=C(/C(NC(OCc3ccccc3)=O)c4ccc(cc4)C(OC)=O)\C)C)cccc2
17385405,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)NCc2cnccc2)C)/C)Cc3ccccc3
17385406,test set,,,,,0,O=C(NCC1CC1)C(Cc2ccccc2)C
17385407,test set,,,,,1,O=C(NCc1ccncc1)C(Cc2ccccc2)C
17385408,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)NCc2cc(O)c(OC)cc2)C)Cc3ccccc3
17385409,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)NCCc2c3c([nH]c2)cccc3)C)Cc4ccccc4
17385410,test set,,,,,1,O(c1cc2c([nH]cc2CCNC(=O)[C@@H](/C=C(/C(NC(OCc3ccccc3)=O)c4ccc(cc4)C(OC)=O)\C)C)cc1)C
17385411,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)NCCN2CCOCC2)C)/C)Cc3ccccc3
17385413,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)NC)C)Cc2ccccc2
17385414,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)NCCN2CCCC2)C)Cc3ccccc3
17385415,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)NCCO)C)/C)Cc2ccccc2
17385416,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)Nc2ccc(OC)cc2)C)/C)Cc3ccccc3
17385417,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C(=C/[C@H](C(=O)N[C@H](Cc2ccccc2)CO)C)/C)Cc3ccccc3
17385418,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)NCC)C)Cc2ccccc2
17385419,test set,,,,,1,O(C(=O)NC(c1ccc(cc1)C(OC)=O)/C=C/[C@H](C(=O)N[C@@H](CO)C)C)Cc2ccccc2
17385420,test set,,,,,1,I/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)Nc3ccccc3)C
17385421,test set,,,,,1,I/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)NCC3CC3)C
17385422,test set,,,,,1,I/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)NCc3cc(O)c(OC)cc3)C
17385423,test set,,,,,1,I/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)NCc3oc(cc3)C)C
17385424,test set,,,,,1,I/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)NCc3ccncc3)C
17385425,test set,,,,,1,F/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)N(Cc3cnccc3)C)C
17385426,test set,,,,,1,F/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)NCCc3c4c([nH]c3)ccc(OC)c4)C
17385427,test set,,,,,1,F/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)NCCO)C
17385428,test set,,,,,1,F/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)Nc3ccc(OC)cc3)C
17385429,test set,,,,,1,F/C(/C(NC(OCc1ccccc1)=O)c2ccc(cc2)C(OC)=O)=C\[C@H](C(=O)N[C@H](Cc3ccccc3)CO)C
17385430,test set,,,,,1,s1c2c(nc1CNC(=O)[C@@H](/C=C(\F)/C(NC(OCc3ccccc3)=O)c4ccc(cc4)C(OC)=O)C)cccc2
