Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL1824142;;0;401.47;0;2.49;36;CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(C3CCCC3)c2)N=C1N;EC50;'=';1500.0;nM;5.82;;;UO_0000065;14.51;0.27;3.33;5.69;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
CHEMBL567061;;0;444.54;0;3.97;41;CCCCOc1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccc1OC;EC50;'=';670.0;nM;6.17;;;UO_0000065;13.89;0.26;2.2;6.86;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL566403;;0;402.45;0;2.8;38;COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1OC;EC50;'=';900.0;nM;6.05;;;UO_0000065;15.02;0.28;3.25;6.71;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL1270241;;0;397.33;0;2.92;77;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OC(F)F)c2)N=C1N;EC50;'=';300.0;nM;6.52;;;UO_0000065;16.42;0.32;3.6;8.45;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270338;;0;411.36;0;2.96;78;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCC(F)F)c2)N=C1N;EC50;'=';100.0;nM;7.0;;;UO_0000065;17.02;0.33;4.04;9.07;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270334;;0;431.41;0;2.76;87;COCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)ccc1F;EC50;'=';30.0;nM;7.52;;;UO_0000065;17.44;0.33;4.76;9.75;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL584284;;0;367.49;0;3.2;34;COc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1C;EC50;'=';230.0;nM;6.64;;;UO_0000065;18.06;0.34;3.44;9.77;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL585286;;0;395.55;0;4.06;32;CCCCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1;EC50;'=';570.0;nM;6.24;;;UO_0000065;15.79;0.29;2.18;9.19;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL1270433;;0;421.39;0;3.99;48;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C=C/CC(F)F)c2)N=C1N;EC50;'=';120.0;nM;6.92;;;UO_0000065;16.42;0.32;2.93;10.19;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270431;;0;345.35;0;2.63;83;Cc1cc([C@]2(c3ccccc3)N=C(N)N(C)C2=O)ccc1OC(F)F;EC50;'=';150.0;nM;6.82;;;UO_0000065;19.76;0.37;4.19;10.05;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL231865;;0;651.7;1;3.58;24;CCCCS(=O)(=O)C[C@@H](NC(=O)OCC(F)(F)F)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;;;;;;Not Determined;;;;;;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL266567;;0;630.76;1;3.11;13;CCCCS(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';1.0;nM;9.0;;;UO_0000065;14.27;0.28;5.89;6.55;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL585128;;0;353.47;0;2.89;(S)-30;COc1ccc([C@]2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1;EC50;'=';70.0;nM;7.16;;;UO_0000065;20.24;0.38;4.26;10.53;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL565995;;0;400.48;0;3.4;49;COc1ccc(C2(c3ccc(C)c(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C;EC50;'=';230.0;nM;6.64;;;UO_0000065;16.58;0.3;3.24;8.21;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL394270;;0;702.86;1;4.78;11;CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';5.0;nM;8.3;;;UO_0000065;11.81;0.23;3.52;5.66;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL234555;;0;739.85;2;5.91;4;CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';76.0;nM;7.12;;;UO_0000065;9.62;0.19;1.21;5.71;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL2349465;;0;325.39;0;3.4;62, rac-62;CC1(C)Cc2ccc(-c3cccnc3F)cc2C2(COC(N)=N2)C1;EC50;'=';316.0;nM;6.5;;;UO_0000065;19.98;0.37;3.1;10.74;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL1824145;;0;378.41;0;2.13;(S)-38;CCn1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1;EC50;'=';260.0;nM;6.58;;;UO_0000065;17.4;0.32;4.46;7.37;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
CHEMBL1824135;;0;379.4;0;1.53;29;CCn1cc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1;EC50;'=';600.0;nM;6.22;;;UO_0000065;16.4;0.3;4.69;6.08;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
CHEMBL1923750;;0;411.51;1;5.76;26;COc1ccc2nc(-c3cccc(-c4nc5ccccn5c4NC(C)(C)C)c3)[nH]c2c1;EC50;'=';310.0;nM;6.51;;;UO_0000065;15.82;0.29;0.75;9.68;False;CHEMBL1926458;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 40) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL1923754;;0;346.34;0;4.82;34;Fc1ccc2nc(-c3cccc(-c4cn5ccc(F)cc5n4)c3)[nH]c2c1;EC50;'=';37.0;nM;7.43;;;UO_0000065;21.46;0.39;2.61;16.16;False;CHEMBL1926458;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 40) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL1824362;;0;422.49;0;3.57;(R)-63;CCC(=O)c1cc([C@@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cs1;EC50;'=';2900.0;nM;5.54;;;UO_0000065;13.11;0.25;1.97;6.25;False;CHEMBL1825608;Inhibition of BACE1 expressed in CHO cells expressing wild type human APP assessed as inhibition of amyloid beta-40 or 42 production by ELISA assay;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1821667;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;CHEMBL3308072
CHEMBL585506;;0;445.38;0;3.21;61;CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N;EC50;'=';270.0;nM;6.57;;;UO_0000065;14.75;0.28;3.36;7.01;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL2349612;;0;369.85;0;3.55;12, rac-12;CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N;EC50;'=';107.0;nM;6.97;;;UO_0000065;18.85;0.37;3.42;10.26;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL1923702;;0;466.54;0;4.26;8;C[C@H](NC(=O)c1cc(-c2nc3cc(F)ccc3[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1;EC50;'=';230.0;nM;6.64;;;UO_0000065;14.23;0.27;2.38;6.98;False;CHEMBL1926458;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 40) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL1923749;;0;399.47;1;5.89;25;CC(C)(C)Nc1c(-c2cccc(-c3nc4ccc(F)cc4[nH]3)c2)nc2ccccn12;EC50;'=';930.0;nM;6.03;;;UO_0000065;15.1;0.27;0.14;10.4;False;CHEMBL1926458;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 40) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL143239;;0;717.72;2;4.32;BACE inhibitor-6;CC(C)[C@H](NC(=O)C[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)C(O)c1ccccc1-c1ccccc1)C(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1;EC50;'=';10000.0;nM;5.0;;;UO_0000065;6.97;0.13;0.68;2.47;False;CHEMBL653331;Compound was tested for its effective concentration against human beta-Secretase (BACE);B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1144938;1;Scientific Literature;J. Med. Chem.;2003;None
CHEMBL584288;;0;469.44;0;4.46;37;NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN12;EC50;'=';300.0;nM;6.52;;;UO_0000065;13.9;0.26;2.06;8.57;False;CHEMBL1061267;Inhibition of BACE1 expressed in CHO cells co-expressing human wild type APP protein by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1155232;1;Scientific Literature;J. Med. Chem.;2009;CHEMBL3308072
CHEMBL231861;;0;701.88;1;4.9;3;CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(OC)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';11.0;nM;7.96;;;UO_0000065;11.34;0.22;3.06;5.95;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL412852;;0;685.88;2;5.2;2;CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1;EC50;'=';19.0;nM;7.72;;;UO_0000065;11.26;0.22;2.52;6.2;False;CHEMBL889830;Inhibition of BACE expressed in HEK293 cells;B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146261;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2007;CHEMBL3307715
CHEMBL1923754;;0;346.34;0;4.82;34;Fc1ccc2nc(-c3cccc(-c4cn5ccc(F)cc5n4)c3)[nH]c2c1;EC50;'=';37.0;nM;7.43;;;UO_0000065;21.46;0.39;2.61;16.16;False;CHEMBL1926459;Inhibition of BACE1 in human H4 cells expressing APP Swedish K595N and M596L double mutant assessed as inhibition of amyloid beta (1 to 42) production after 24 hrs by whole cell assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;H4;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;CHEMBL3308507
CHEMBL565996;;0;406.87;0;3.44;46;COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1Cl;EC50;'=';190.0;nM;6.72;;;UO_0000065;16.52;0.32;3.28;8.32;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
CHEMBL1270527;;0;415.42;0;4.04;50;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C(F)=C\C3CC3)c2)N=C1N;EC50;'=';220.0;nM;6.66;;;UO_0000065;16.03;0.3;2.62;9.8;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270935;;0;383.4;0;3.08;59;CCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1;EC50;'=';80.0;nM;7.1;;;UO_0000065;18.51;0.35;4.02;10.45;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL1270240;;0;401.41;0;3.11;76;CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCC3CC3)c2)N=C1N;EC50;'=';70.0;nM;7.16;;;UO_0000065;17.82;0.34;4.04;9.27;False;CHEMBL1273979;Inhibition of human recombinant BACE1 expressed in CHO cells assessed as reduction in amyloid beta level by sandwich ELISA;B;BAO_0000219;cell-based format;Homo sapiens;None;None;CHO;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1268920;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2010;CHEMBL3308072
CHEMBL2349471;;0;308.39;0;2.66;(R)-63;CC1(C)Cc2ccc(-c3cncnc3)cc2[C@@]2(COC(N)=N2)C1;EC50;'=';170.0;nM;6.77;;;UO_0000065;21.95;0.4;4.11;9.22;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349488;;0;357.91;0;4.63;58, rac-58;CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CSC(N)=N2)C1;EC50;'=';896.0;nM;6.05;;;UO_0000065;16.9;0.34;1.42;11.8;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349486;;0;495.02;0;4.18;56, rac-56;CC(=O)N1CCC(CN2C(=O)C3(CC(C)(C)Oc4ccc(-c5cccc(Cl)c5)cc43)N=C2N)CC1;EC50;'=';75.0;nM;7.12;;;UO_0000065;14.39;0.28;2.94;8.08;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349477;;0;386.91;0;3.66;47, rac-47;CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cncc(Cl)c4)cc32)N=C1N;EC50;'=';25.0;nM;7.6;;;UO_0000065;19.65;0.4;3.94;10.62;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349608;;0;342.42;0;2.35;40, rac-40;CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccns4)cc32)N=C1N;EC50;'=';954.0;nM;6.02;;;UO_0000065;17.58;0.34;3.67;7.45;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349498;;0;341.46;0;3.28;28, rac-28;CN1C(=O)C2(CC(C)(C)Oc3ccc(C4CCCCC4)cc32)N=C1N;EC50;'=';119.0;nM;6.92;;;UO_0000065;20.28;0.38;3.64;10.2;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349491;;0;387.84;0;3.69;21, rac-21;CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cc(Cl)ccc4F)cc32)N=C1N;EC50;'=';115.0;nM;6.94;;;UO_0000065;17.89;0.35;3.25;10.22;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL2349616;;0;365.43;0;2.91;16, rac-16;COc1ccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)cc1;EC50;;;;;;Not Determined;;;;;;False;CHEMBL2352015;Inhibition of BACE1 in HEK293 cells expressing wild type APP assessed as level of amyloid beta (1 to 40) after 48 hrs by HTRF assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2346596;1;Scientific Literature;J. Med. Chem.;2013;CHEMBL3307715
CHEMBL566011;;0;404.45;0;3.24;54;COc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C;EC50;'=';110.0;nM;6.96;;;UO_0000065;17.21;0.32;3.72;8.61;False;CHEMBL1044552;Inhibition of BACE1 expressed in CHOK1 cells coexpressing human recombinant wild type APP assessed as blockade of amyloid beta production by ELISA;B;BAO_0000219;cell-based format;None;None;None;CHO-K1;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1156789;1;Scientific Literature;J. Med. Chem.;2010;CHEMBL3307512
