,SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles,scaffold
10605,17406874,training set,1.0,1.0,,,0.0,Clc1c(-c2oc(nn2)CCc3ccccc3)ccc(Cl)c1,c1ccc(CCc2nnc(-c3ccccc3)o2)cc1
10606,17406877,training set,1.0,1.0,,,1.0,Clc1c(C(=O)Nc2c(cc3OCOc3c2)CCC)cccc1,O=C(Nc1ccc2c(c1)OCO2)c1ccccc1
10607,17406880,training set,1.0,1.0,1.0,0.0,0.0,Brc1ccc(C(=O)N/N=C/c2nc3c(cc2)cccc3OCc4ccccc4)cc1,O=C(N/N=C/c1ccc2cccc(OCc3ccccc3)c2n1)c1ccccc1
10608,17406881,training set,0.0,0.0,1.0,0.0,0.0,O=C(N/N=C/c1cc(c(OC)cc1)COC(=O)C)c2c3c(nc(-c4c(cc(cc4)C)C)c2)cccc3,O=C(N/N=C/c1ccccc1)c1cc(-c2ccccc2)nc2ccccc12
10609,17406883,training set,,1.0,0.0,0.0,0.0,S(c1n(nnn1)C)Cc2c(N(=O)=O)cccc2,c1ccc(CSc2nnn[nH]2)cc1
10610,17406888,training set,0.0,0.0,,0.0,0.0,Brc1ccc(-n2c(c(cc2C)/C=N/NC(=O)c3cc(N(=O)=O)c(cc3)C)C)cc1,O=C(N/N=C/c1ccn(-c2ccccc2)c1)c1ccccc1
10611,17406891,training set,,1.0,1.0,0.0,0.0,S1c2n(N=C(c3ccc(cc3)-c4ccccc4)C1)c(nn2)Cn5nnc6c5cccc6,c1ccc(-c2ccc(C3=Nn4c(Cn5nnc6ccccc65)nnc4SC3)cc2)cc1
10612,17406893,training set,0.0,1.0,0.0,0.0,1.0,S(=O)(=O)(c1n(c(nc1N(=O)=O)C(C)C)CC(C)C)c2ccc(F)cc2,O=S(=O)(c1ccccc1)c1cnc[nH]1
10613,17406894,training set,1.0,1.0,,,,Brc1cc(-c2nnc(c3nn(cc32)-c4ccc(Br)cc4)C)ccc1,c1ccc(-c2nncc3nn(-c4ccccc4)cc23)cc1
10614,17406895,training set,0.0,1.0,1.0,0.0,1.0,S1(=O)(=O)C2=C(N=C(/C(/C2c3cc(OC)c(OC)c(OC)c3)=C(\OCCC#N)/O)C)c4c1cccc4,C=C1C=NC2=C(C1c1ccccc1)S(=O)(=O)c1ccccc12
10615,17406896,training set,0.0,1.0,1.0,0.0,,S1C=2N(C(C(=C(N2)C)C(OC)=O)c3ccc(OC)cc3)C(N)=C1C#N,C1=CC(c2ccccc2)N2C=CSC2=N1
10616,17406898,training set,1.0,1.0,1.0,0.0,,ClC1(C(=O)c2c(NC1=O)cccc2)Cc3ccccc3,O=C1Nc2ccccc2C(=O)C1Cc1ccccc1
10617,17406900,training set,0.0,,1.0,0.0,1.0,s1c2nc(c(c(c2c3NC(NC(=O)c13)c4ccccc4)-c5ccc(OC)cc5)C(=O)C)C,O=C1NC(c2ccccc2)Nc2c1sc1nccc(-c3ccccc3)c21
10618,17406901,training set,1.0,,,0.0,0.0,S(c1nc(nc(N2CCCC2)c1)-c3ccccc3)CCC,c1ccc(-c2nccc(N3CCCC3)n2)cc1
10619,17406902,training set,1.0,,,0.0,0.0,o1nc2c(c1C(=O)Nc3c(c(ccc3)C)C)CCCC2,O=C(Nc1ccccc1)c1onc2c1CCCC2
10620,17406908,training set,0.0,,,,1.0,s1c(NC(=O)c2ccccc2)c(C(N3CCN(CC3)CC)c4ncccc4)c(c1C)C,O=C(Nc1sccc1C(c1ccccn1)N1CCNCC1)c1ccccc1
10621,17406910,training set,1.0,1.0,1.0,1.0,1.0,Brc1ccc(-n2nnnc2/C=C\Nc3c(cc4OCOc4c3)C(=O)C)cc1,C(=C\c1nnnn1-c1ccccc1)\Nc1ccc2c(c1)OCO2
10622,17406912,training set,0.0,1.0,1.0,0.0,,s1c2N3C4=C(C(C(=C3N=C(N)c2c5c1CCCCC5)C#N)c6c(cccc6)C)C(=O)CC(C4)(C)C,O=C1CCCC2=C1C(c1ccccc1)C=C1N=Cc3c(sc4c3CCCCC4)N12
10623,17406913,training set,,,0.0,0.0,0.0,O(c1ncnc(-n2ncc(c2N)C(OCC)=O)c1)c3ccccc3,c1ccc(Oc2cc(-n3cccn3)ncn2)cc1
10624,17406914,training set,1.0,,,0.0,0.0,O=C\1N(C(=N/C1=C\c2occc2)NCCCC)c3ccccc3,O=C1/C(=C/c2ccco2)N=CN1c1ccccc1
10625,17406915,training set,1.0,,0.0,0.0,1.0,s1c(-c2nc(c([nH]2)-c3ccccc3)-c4ccccc4)c(cc1)C,c1ccc(-c2nc(-c3cccs3)[nH]c2-c2ccccc2)cc1
10626,17406916,training set,,1.0,,,0.0,Clc1ccc(OCc2c(OC)ccc(c2)/C=N/NC(=O)c3n[nH]cc3)cc1,O=C(N/N=C/c1cccc(COc2ccccc2)c1)c1cc[nH]n1
10627,17406920,training set,,,,0.0,0.0,S=C(NNC(=O)c1c(nn(c1)C)C)Nc2ccccc2,O=C(NNC(=S)Nc1ccccc1)c1cn[nH]c1
10628,17406922,training set,0.0,0.0,0.0,,0.0,Fc1ccc(C(=O)NN2CCN(CC2)C)cc1,O=C(NN1CCNCC1)c1ccccc1
10629,17406923,training set,0.0,,,0.0,0.0,FC(F)(F)C1(NC(=O)CC(C)C)C2=C(N(C1=O)CCCC)CC(CC2=O)(C)C,O=C1CC2=C(CCCC2=O)N1
10630,17406928,training set,,,0.0,0.0,0.0,o1nc(NC(=O)c2c(n(nc2)CC)C)cc1C,O=C(Nc1ccon1)c1cn[nH]c1
10631,17406931,training set,,,,0.0,,Clc1c(cc(-n2cnnc2)cc1)C(=O)NCCOc3cc(c(cc3)C)C,O=C(NCCOc1ccccc1)c1cccc(-n2cnnc2)c1
10632,17406932,training set,1.0,1.0,,0.0,0.0,o1c2c(c3nc4c(cc3c1=O)cccc4OC)cccc2,O=c1oc2ccccc2c2nc3ccccc3cc12
10633,17406934,training set,1.0,1.0,1.0,1.0,,Clc1c(OCC)c(Cl)cc(C(=O)Nc2c(-c3ccccc3)cccc2)c1,O=C(Nc1ccccc1-c1ccccc1)c1ccccc1
10634,17406935,training set,,1.0,,0.0,0.0,s1c(c(nc1N/N=C/C=C/c2ccccc2)-c3ccccc3)C,C(=C/c1ccccc1)\C=N\Nc1nc(-c2ccccc2)cs1
10635,17406939,training set,,1.0,1.0,,,S1/C(/N(C(=O)C1CC(=O)Nc2ccccc2)C)=N/c3cc4c(n(c5c4cccc5)CC)cc3,O=C(CC1S/C(=N/c2ccc3[nH]c4ccccc4c3c2)NC1=O)Nc1ccccc1
10636,17406940,training set,0.0,1.0,,0.0,0.0,SC=1NC(C(=C(N1)C(OC)=O)C)c2ccc(OC)cc2,C1=CC(c2ccccc2)NC=N1
10637,17406941,training set,0.0,1.0,1.0,0.0,0.0,SC=1NC(C(=C(N1)C(OCC)=O)C)c2c(OC)cccc2,C1=CC(c2ccccc2)NC=N1
10638,17406943,training set,0.0,0.0,0.0,0.0,0.0,S=C(NNC(=O)C1CC1)Nc2ccccc2,O=C(NNC(=S)Nc1ccccc1)C1CC1
10639,17406951,training set,1.0,,,,0.0,O=C\1N(C(=O)N(C(=O)/C1=C\Nc2cc(N(=O)=O)ccc2)CC=C)CCCC,O=C1NC(=O)C(=CNc2ccccc2)C(=O)N1
10640,17406952,training set,1.0,,1.0,0.0,0.0,Clc1c(COc2c(OCC)cc(C3SC(=NN3)c4ccccc4)cc2)cccc1,c1ccc(COc2ccc(C3NN=C(c4ccccc4)S3)cc2)cc1
10641,17406953,training set,1.0,1.0,1.0,1.0,1.0,O=C(N/N=C/c1ccc(N(C)C)cc1)C2C(C2)CCCCC,O=C(N/N=C/c1ccccc1)C1CC1
10642,17406955,training set,,,,0.0,0.0,O=C\1N(C(=O)N(C(=O)/C1=C/c2ccc(N(C)C)cc2)CCCC)Cc3occc3,O=C1NC(=O)N(Cc2ccco2)C(=O)/C1=C\c1ccccc1
10643,17406956,training set,,1.0,,0.0,0.0,Brc1c(OCC(=O)NC(=S)Nc2ccc(F)cc2)ccc(c1)CC,O=C(COc1ccccc1)NC(=S)Nc1ccccc1
10644,17406957,training set,1.0,1.0,1.0,,0.0,s1c(-c2oc(nn2)/C=C/c3ccccc3)ccc1,C(=C/c1nnc(-c2cccs2)o1)\c1ccccc1
10645,17406959,training set,,0.0,,0.0,,o1c(nnc1/C=C/c2ccc(cc2)C)-c3ccc(cc3)C,C(=C/c1nnc(-c2ccccc2)o1)\c1ccccc1
10646,17406963,training set,,0.0,,0.0,0.0,O=N(=O)c1nc(n[nH]1)-c2cc(ccc2)C,c1ccc(-c2nc[nH]n2)cc1
10647,17406964,training set,1.0,,,,0.0,O=C(c1nc2c([nH]1)cccc2)/C=C/c3ccc(cc3)C,O=C(/C=C/c1ccccc1)c1nc2ccccc2[nH]1
10648,17406967,training set,0.0,1.0,1.0,0.0,,O=C(N(c1ccccc1)C)CC(NC(=O)c2ccccc2)(c3ccccc3)c4ccccc4,O=C(CC(NC(=O)c1ccccc1)(c1ccccc1)c1ccccc1)Nc1ccccc1
10649,17406970,training set,,1.0,1.0,,1.0,Clc1ccc(NC(=O)CSC2C(=O)N(C(=O)C2)CC(c3ccccc3)c4ccccc4)cc1,O=C(CSC1CC(=O)N(CC(c2ccccc2)c2ccccc2)C1=O)Nc1ccccc1
10650,17406973,training set,0.0,1.0,1.0,0.0,,O=C\1N(C(=N/C1=C\c2occc2)N(CC(C)C)CC(C)C)c3ccccc3,O=C1/C(=C/c2ccco2)N=CN1c1ccccc1
10651,17406974,training set,1.0,1.0,,1.0,,n1(c2c(nc1N/N=C/c3c4c([nH]c3)cccc4)cccc2)C,C(=N/Nc1nc2ccccc2[nH]1)\c1c[nH]c2ccccc12
10652,17406976,training set,,0.0,,0.0,0.0,S1/C(/C(=O)N(C1=S)c2ccc(N(CC)CC)cc2)=C/c3cnccc3,O=C1/C(=C\c2cccnc2)SC(=S)N1c1ccccc1
10653,17406979,training set,1.0,1.0,1.0,0.0,0.0,S(C1C(=O)N(c2c(CC1)cccc2)CC(OCC)=O)c3nc([nH]n3)-c4ccc(cc4)C,O=C1Nc2ccccc2CCC1Sc1n[nH]c(-c2ccccc2)n1
10654,17406985,training set,1.0,,,0.0,0.0,Brc1ccc(-c2nnc(nc2N3CCSCC3)-c4ccc(Cl)cc4)cc1,c1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1
10655,17406987,training set,,0.0,,0.0,,O(c1n(nc2c1ccc(c2)C(=O)NCc3occc3)CCOC)CC,O=C(NCc1ccco1)c1ccc2c[nH]nc2c1
10656,17406990,training set,0.0,1.0,1.0,0.0,,s1c(-c2nc3n(nc(c3)C(=O)Nc4cn(nc4)Cc5c(cccc5)C)c(C(F)(F)F)c2)ccc1CC,O=C(Nc1cnn(Cc2ccccc2)c1)c1cc2nc(-c3cccs3)ccn2n1
10657,17406991,training set,0.0,0.0,0.0,0.0,0.0,S=C1N(C2(C(=N1)Nc3ccc(OC)cc3)CCCCC2)c4ccc(cc4)C,S=C1N=C(Nc2ccccc2)C2(CCCCC2)N1c1ccccc1
10658,17406994,training set,0.0,,,0.0,,O=C(Nc1n[nH]cn1)c2c(N(=O)=O)cc(N(=O)=O)cc2,O=C(Nc1nc[nH]n1)c1ccccc1
10659,17407001,training set,0.0,,1.0,0.0,1.0,Clc1c(/C=C/C(=O)N2[C@@H](CC3(ON=C(C3)c4cc(NC(=O)[C@H]5NC(=O)CC5)ccc4)C2)C(=O)N[C@@H](Cc6sc7c(c6)cccc7)C(=O)N)c(F)ccc1,O=C1CC[C@@H](C(=O)Nc2cccc(C3=NOC4(C3)C[C@@H](C(=O)NCCc3cc5ccccc5s3)N(C(=O)/C=C/c3ccccc3)C4)c2)N1
10660,17407003,training set,0.0,,0.0,0.0,,O1N=C(CC12CN([C@H](C2)C(=O)N)C(=O)CCCCC)c3cc(NC(=O)c4ccccc4)ccc3,O=C(Nc1cccc(C2=NOC3(CCNC3)C2)c1)c1ccccc1
10661,17407004,training set,0.0,0.0,,0.0,0.0,O1N=C(CC12CN([C@H](C2)C(=O)N)C(=O)C(=C)C)c3cc(NC(=O)c4ccccc4)ccc3,O=C(Nc1cccc(C2=NOC3(CCNC3)C2)c1)c1ccccc1
10662,17407007,training set,0.0,0.0,0.0,,,S=C(Nc1ccc(F)cc1)NNC(=O)Cn2nc(N(=O)=O)cc2C,O=C(Cn1cccn1)NNC(=S)Nc1ccccc1
10663,17407009,training set,1.0,,1.0,,1.0,Sc1n(c(nn1)-c2c3c(nc(c2)-c4cc(OCCC)ccc4)cccc3)CC,c1ccc(-c2cc(-c3nnc[nH]3)c3ccccc3n2)cc1
10664,17407010,training set,,1.0,1.0,0.0,,Brc1oc(C(=O)NNC(=S)Nc2c(ccc(c2)C)C)cc1,O=C(NNC(=S)Nc1ccccc1)c1ccco1
10665,17407018,training set,0.0,,,0.0,0.0,O(c1n(nc2c1ccc(c2)C(=O)NCC3CC3)CCCC)CC,O=C(NCC1CC1)c1ccc2c[nH]nc2c1
10667,17407027,training set,0.0,1.0,,,,O(c1n(nc2c1ccc(c2)C(=O)NCCCCc3ccccc3)CCCC)CC,O=C(NCCCCc1ccccc1)c1ccc2c[nH]nc2c1
10668,17407031,training set,0.0,0.0,0.0,0.0,0.0,s1c(NC(=O)c2ccccc2)nnc1CSc3ccc(cc3)C,O=C(Nc1nnc(CSc2ccccc2)s1)c1ccccc1
10669,17407033,training set,,1.0,,0.0,1.0,O(c1c(OC)cc(cc1)/C=N\Nc2ccc(N(=O)=O)cc2)CC(=O)Nc3cc(c(cc3)C)C,O=C(COc1ccc(/C=N\Nc2ccccc2)cc1)Nc1ccccc1
10670,17407035,training set,,1.0,,0.0,,S=C(Nc1ccc(N(=O)=O)cc1)NNC(=O)Cn2nc(N(=O)=O)cc2C,O=C(Cn1cccn1)NNC(=S)Nc1ccccc1
10671,17407037,training set,,0.0,0.0,0.0,0.0,Clc1c(NC(=O)c2ccc(-c3ccccc3)cc2)cc(cc1)C(OCC)=O,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)cc1
10672,17407038,training set,,,,0.0,0.0,Clc1ccc(Cn2ncc(NC(=O)c3ccc(N(=O)=O)cc3)c2)cc1,O=C(Nc1cnn(Cc2ccccc2)c1)c1ccccc1
10673,17407045,training set,1.0,,0.0,0.0,0.0,Sc1nnc(c2c1nn(c2C)-c3ccccc3)C,c1ccc(-n2cc3cnncc3n2)cc1
10674,17407046,training set,1.0,1.0,,0.0,0.0,Clc1cc(N/N=C\2/C(N(NC2=O)c3ccccc3)=N)ccc1,N=C1/C(=N/Nc2ccccc2)C(=O)NN1c1ccccc1
10675,17407047,training set,0.0,,1.0,0.0,0.0,S(c1nc(cc(c1C#N)C(F)(F)F)-c2ccc(cc2)C)CC(=O)Nc3ccc(OC)cc3,O=C(CSc1cccc(-c2ccccc2)n1)Nc1ccccc1
10676,17407049,training set,0.0,,,0.0,0.0,s1c(C(=O)NNC(=O)CCC(=O)Nc2ccccc2)ccc1,O=C(CCC(=O)Nc1ccccc1)NNC(=O)c1cccs1
10677,17407053,training set,1.0,0.0,0.0,0.0,0.0,o1c2c(c3c(cc2)cccc3)cc1C(=O)N/N=C/c4cc(N(=O)=O)ccc4,O=C(N/N=C/c1ccccc1)c1cc2c(ccc3ccccc32)o1
10678,17407055,training set,0.0,,0.0,0.0,0.0,Clc1c(OCCCC(=O)NNC(=O)c2ccc(NC(=O)c3c(cccc3)C)cc2)ccc(Cl)c1,O=C(CCCOc1ccccc1)NNC(=O)c1ccc(NC(=O)c2ccccc2)cc1
10679,17407058,training set,0.0,,,0.0,0.0,o1c(C(=O)NNC(=O)CCC(=O)Nc2cc(c(cc2)C)C)ccc1,O=C(CCC(=O)Nc1ccccc1)NNC(=O)c1ccco1
10680,17407061,training set,0.0,,0.0,0.0,0.0,O=C(Nc1ccccc1)NNC(=O)CCC,c1ccccc1
10681,17407063,training set,0.0,,,,,O(c1n(nc2c1ccc(c2)C(=O)NC3c4c(CCC3)cccc4)CCC)CC,O=C(NC1CCCc2ccccc21)c1ccc2c[nH]nc2c1
10682,17407065,training set,,1.0,1.0,0.0,0.0,S(=O)(=O)(N/N=C(\c1ccc(NC(=O)CC)cc1)/C)c2ccc(cc2)C,O=S(=O)(N/N=C\c1ccccc1)c1ccccc1
10683,17407067,training set,,,,0.0,1.0,O(c1n(nc2c1ccc(c2)C(=O)NCc3ccc(cc3)C)CCC)C,O=C(NCc1ccccc1)c1ccc2c[nH]nc2c1
10684,17407068,training set,,1.0,,,,FC(F)(F)c1cc(C(F)(F)F)cc(c1)CNC(=O)c2cc3nn(c(OCC)c3cc2)C,O=C(NCc1ccccc1)c1ccc2c[nH]nc2c1
10685,17407074,training set,1.0,1.0,1.0,,0.0,S(c1nc2c(nn1)c3c(c4c2cccc4)cccc3)CC(=O)Nc5ccccc5,O=C(CSc1nnc2c3ccccc3c3ccccc3c2n1)Nc1ccccc1
10686,17407075,training set,1.0,1.0,,,0.0,s1c2c(c(C(=O)NNC(=S)Nc3cc(ccc3)C)c1)CCCC2,O=C(NNC(=S)Nc1ccccc1)c1csc2c1CCCC2
10687,17407076,training set,1.0,,1.0,0.0,0.0,S=C(NNC(=O)c1c2c(nc(C3CC3)c1)cccc2)NCC,c1ccc2nc(C3CC3)ccc2c1
10688,17407077,training set,0.0,1.0,1.0,0.0,0.0,S=C(NNC(=O)C(n1nc(c(N(=O)=O)c1C)C)C)Nc2cc(OC)ccc2,O=C(Cn1cccn1)NNC(=S)Nc1ccccc1
10689,17407078,training set,0.0,,1.0,0.0,0.0,S=C(NNC(=O)c1c2c(nc(c1)CC(C)C)cccc2)NCC,c1ccc2ncccc2c1
10690,17407083,training set,,0.0,,0.0,0.0,Clc1ccc(CC(=O)NNC(=O)Nc2c3c(ccc2)cccc3)cc1,O=C(Cc1ccccc1)NNC(=O)Nc1cccc2ccccc12
10691,17407084,training set,,0.0,0.0,0.0,0.0,o1c2c(c3c(cc2)cccc3)cc1C(=O)N/N=C/c4cc(N(=O)=O)c(cc4)C,O=C(N/N=C/c1ccccc1)c1cc2c(ccc3ccccc32)o1
10692,17407085,training set,1.0,,,,0.0,Brc1cc(C(=O)NC(=S)Nc2ncc(Br)cc2)cnc1,O=C(NC(=S)Nc1ccccn1)c1cccnc1
10693,17407091,training set,,,,0.0,,Brc1c2c(ccc1OCC(=O)NNC(=O)Nc3ccccc3)cccc2,O=C(COc1ccc2ccccc2c1)NNC(=O)Nc1ccccc1
10694,17407092,training set,0.0,,,0.0,1.0,O(c1c(OC)cc(cc1)/C=N/NC(=O)c2cc(N(=O)=O)ccc2)Cc3ccc(cc3)C,O=C(N/N=C/c1ccc(OCc2ccccc2)cc1)c1ccccc1
10695,17407094,training set,,1.0,1.0,,1.0,o1c(C(=O)Nc2n(c3c(n2)cccc3)Cc4ccccc4)ccc1COc5c(N(=O)=O)cccc5,O=C(Nc1nc2ccccc2n1Cc1ccccc1)c1ccc(COc2ccccc2)o1
10696,17407096,training set,1.0,0.0,0.0,0.0,,Clc1c(NC(=O)COCC)cc(C(=O)Nc2c(c(ccc2)C)C)cc1,O=C(Nc1ccccc1)c1ccccc1
10697,17407098,training set,1.0,1.0,,,0.0,O=C(Nc1nccc(c1)C)c2cc(NC(=O)COc3ccccc3)ccc2,O=C(COc1ccccc1)Nc1cccc(C(=O)Nc2ccccn2)c1
10698,17407100,training set,,,1.0,0.0,1.0,O=C1Nc2c3c(NC1CC(=O)Nc4ccc(NC(=O)C)cc4)cccc3ccc2,O=C(CC1Nc2cccc3cccc(c23)NC1=O)Nc1ccccc1
10699,17407103,training set,0.0,0.0,,0.0,0.0,O(C(=O)c1ccc(NC(=O)c2ccccc2)cc1)CC(=O)c3ccc(OC)cc3,O=C(COC(=O)c1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1
10700,17407104,training set,0.0,,0.0,0.0,0.0,O1[C@@H](Oc2ccc(cc2)/C=N/NC(=O)COc3ccc(OC)cc3)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,O=C(COc1ccccc1)N/N=C/c1ccc(O[C@H]2CCCCO2)cc1
10701,17407107,training set,,,,0.0,1.0,Clc1ccc(-n2nnnc2/C=C\Nc3c(cc4OCOc4c3)C(=O)C)cc1,C(=C\c1nnnn1-c1ccccc1)\Nc1ccc2c(c1)OCO2
10702,17407112,training set,,1.0,1.0,0.0,1.0,s1c(NC(=O)Cc2cc(OC)c(OC)cc2)c(c(-c3cc4c(cc3)cccc4)c1)C(OC)=O,O=C(Cc1ccccc1)Nc1cc(-c2ccc3ccccc3c2)cs1
10703,17407122,training set,,,,0.0,,O(c1n(nc2c1ccc(c2)C(=O)NCc3c(OC)cccc3)CC)CC,O=C(NCc1ccccc1)c1ccc2c[nH]nc2c1
10704,17407124,training set,,,,,0.0,FC(F)(F)Oc1ccc(CNC(=O)c2cc3nn(c(OCC)c3cc2)CC)cc1,O=C(NCc1ccccc1)c1ccc2c[nH]nc2c1
10705,17407125,training set,1.0,,,1.0,0.0,s1c(CCNC(=O)c2cc3nn(c(OCC)c3cc2)CC)ccc1,O=C(NCCc1cccs1)c1ccc2c[nH]nc2c1
10706,17407126,training set,1.0,,1.0,1.0,0.0,O(c1n(nc2c1ccc(c2)C(=O)NCCCCc3ccccc3)C)CC,O=C(NCCCCc1ccccc1)c1ccc2c[nH]nc2c1
10707,17407128,training set,,1.0,1.0,,,o1c(ccc1N(=O)=O)/C=N/NC(=O)c2c3c(nc(c2)-c4ccncc4)cccc3,O=C(N/N=C/c1ccco1)c1cc(-c2ccncc2)nc2ccccc12
10708,17407130,training set,0.0,1.0,0.0,0.0,1.0,Clc1cc(-n2c(nnc2S)CCn3nc(c(N(=O)=O)c3C)C)ccc1F,c1ccc(-n2cnnc2CCn2cccn2)cc1
10709,17407132,training set,0.0,0.0,1.0,0.0,0.0,Clc1ccc(NC(=S)NNC(=O)c2n(nc(c2N(=O)=O)C)C)cc1,O=C(NNC(=S)Nc1ccccc1)c1ccn[nH]1
10710,17407138,training set,,0.0,,0.0,0.0,S=C(NNC(=O)c1c(nn(c1)C)C)Nc2ccc(F)cc2,O=C(NNC(=S)Nc1ccccc1)c1cn[nH]c1
10711,17407146,training set,,,,,1.0,O1N=C(c2cc(N(=O)=O)ccc2)CC1C(=O)NCc3ccc(OC)cc3,O=C(NCc1ccccc1)C1CC(c2ccccc2)=NO1
10712,17407162,training set,,0.0,,0.0,0.0,O(c1n(nc2c1ccc(c2)C(=O)NC[C@H]3OCCC3)CCCC)CC,O=C(NC[C@@H]1CCCO1)c1ccc2c[nH]nc2c1
10713,17407169,training set,0.0,,,,,S(Cc1noc(c1C(=O)O)C(=O)NCC2OCCC2)c3cc(OC)ccc3,O=C(NCC1CCCO1)c1cc(CSc2ccccc2)no1
10715,17407186,training set,0.0,1.0,,0.0,,FC(F)(F)c1c(ccc(c1)C(F)(F)F)CNC(=O)c2cc3nn(c(OCC)c3cc2)CCCC,O=C(NCc1ccccc1)c1ccc2c[nH]nc2c1
10716,17407188,training set,,1.0,,,0.0,O(c1n(nc2c1ccc(c2)C(=O)NCc3cc4OCOc4cc3)CC)CC,O=C(NCc1ccc2c(c1)OCO2)c1ccc2c[nH]nc2c1
10717,17407189,training set,0.0,0.0,,0.0,0.0,Clc1cc(SCc2noc(c2C(=O)O)C(=O)NCCOC)ccc1,c1ccc(SCc2ccon2)cc1
10718,17407190,training set,0.0,0.0,0.0,0.0,,Clc1ccc(C2=NOC3(CN([C@@H](C3)C(=O)NCC(=O)N)C(=O)c4ccc(OC)cc4)C2)cc1,O=C(c1ccccc1)N1CCC2(CC(c3ccccc3)=NO2)C1
10719,17407191,training set,0.0,,0.0,0.0,0.0,O1N=C(CC12CN([C@H](C2)C(=O)N)C(=O)[C@@H]3NC(=O)CC3)c4cc(NC(=O)c5ccccc5)ccc4,O=C1CC[C@H](C(=O)N2CCC3(CC(c4cccc(NC(=O)c5ccccc5)c4)=NO3)C2)N1
10720,17407198,training set,0.0,1.0,1.0,0.0,,Brc1c(OCc2ccc(C(=O)Nc3ccc(Cn4nc(cc4C)C)cc3)cc2)cccc1,O=C(Nc1ccc(Cn2cccn2)cc1)c1ccc(COc2ccccc2)cc1
10721,17407199,training set,1.0,1.0,,0.0,1.0,S=C(N/N=C/c1cc(OC(=O)c2c3c(ccc2)cccc3)c(OC)cc1)N,O=C(Oc1ccccc1)c1cccc2ccccc12
10722,17407203,training set,,,,0.0,1.0,s1c(NC(=S)Nc2nccc(c2)C)c(cc1-c3ccccc3)C(OCC)=O,S=C(Nc1ccccn1)Nc1ccc(-c2ccccc2)s1
10723,17407212,training set,0.0,,0.0,0.0,,Clc1ccc(OCc2sc(NC(=O)c3ccc(N(=O)=O)cc3)nn2)cc1,O=C(Nc1nnc(COc2ccccc2)s1)c1ccccc1
10724,17407213,training set,0.0,0.0,1.0,0.0,0.0,O(c1n(nc(c1/C=N/Nc2c(N(=O)=O)cc(N(=O)=O)cc2)C)-c3ccccc3)C,C(=N/Nc1ccccc1)\c1cnn(-c2ccccc2)c1
10725,17407219,training set,0.0,0.0,,0.0,0.0,Clc1c(NC(=O)c2ccc(-c3ccccc3)cc2)cc(cc1)C(OC)=O,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)cc1
10726,17407226,training set,1.0,,0.0,0.0,,Clc1c(N=Nc2c(n[nH]c2C)C)cc(Cl)cc1,c1ccc(N=Nc2cn[nH]c2)cc1
10727,17407230,training set,0.0,1.0,1.0,1.0,1.0,S(Cc1noc(c1C(=O)NCCCN2CCOCC2)C(=O)NCc3ccccc3)c4ccc(F)cc4,O=C(NCc1ccccc1)c1onc(CSc2ccccc2)c1C(=O)NCCCN1CCOCC1
10728,17407235,training set,0.0,0.0,0.0,0.0,0.0,O=C(Nc1ccccc1)CCC(=O)NNC(=O)C,c1ccccc1
10729,17407244,training set,0.0,0.0,,0.0,,S(Cc1noc(c1C(=O)O)C(=O)NCC2OCCC2)c3c(F)cccc3,O=C(NCC1CCCO1)c1cc(CSc2ccccc2)no1
10730,17407246,training set,,1.0,,0.0,,FC(F)(F)c1c(CNC(=O)C2ON=C(c3c(N(=O)=O)cccc3)C2)cccc1,O=C(NCc1ccccc1)C1CC(c2ccccc2)=NO1
10731,17407250,training set,1.0,,,0.0,1.0,o1c2c(c3c(cc2)cccc3)cc1C(=O)N/N=C/c4ccncc4,O=C(N/N=C/c1ccncc1)c1cc2c(ccc3ccccc32)o1
10732,17407252,training set,0.0,1.0,1.0,,,O1C(CNC(=O)CC(c2ccccc2)c3ccccc3)CCC1,O=C(CC(c1ccccc1)c1ccccc1)NCC1CCCO1
10733,17407258,training set,,,1.0,,,S=C(NC(=O)c1ccc(OC)cc1)NNC(=O)CCc2ccccc2,O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1
10734,17407260,training set,1.0,1.0,1.0,0.0,0.0,Clc1c(NC(=O)COCC)cc(C(=O)Nc2ccccc2)cc1,O=C(Nc1ccccc1)c1ccccc1
10735,17407263,training set,0.0,,0.0,0.0,0.0,s1c2c(nc1NC(=S)NC(=O)c3ccc(OCCC)cc3)ccc(c2)C,O=C(NC(=S)Nc1nc2ccccc2s1)c1ccccc1
10736,17407290,training set,,1.0,1.0,0.0,,Clc1cc(C(=O)Nc2sc(-c3nc(sc3)Nc4c(OCC)cccc4)c(n2)C)ccc1,O=C(Nc1ncc(-c2csc(Nc3ccccc3)n2)s1)c1ccccc1
10737,17407291,training set,,1.0,1.0,,1.0,s1c(-c2nc(sc2)Nc3c(OCC)cccc3)c(nc1NC(=O)c4ccccc4)C,O=C(Nc1ncc(-c2csc(Nc3ccccc3)n2)s1)c1ccccc1
