accession_number,description,similar_entities,author,title,journal_reference,pmid,group,subgroup
JURD980101,"Modified Kyte-Doolittle hydrophobicity scale (Juretic et al., 1998)","[('KYTJ820101', 0.996), ('CHOC760103', 0.967), ('OLSK800101', 0.943), ('NADH010102', 0.931), ('JANJ780102', 0.928), ('NADH010101', 0.925), ('EISD860103', 0.901), ('DESM900102', 0.9), ('NADH010103', 0.9), ('EISD840101', 0.895), ('RADA880101', 0.893), ('MANP780101', 0.887), ('WOLR810101', 0.881), ('PONP800103', 0.879), ('JANJ790102', 0.879), ('NADH010104', 0.873), ('BASU050103', 0.871), ('CHOC760104', 0.87), ('PONP800102', 0.869), ('JANJ790101', 0.868), ('WOLR790101', 0.864), ('MEIH800103', 0.861), ('PONP800101', 0.858), ('NAKH920108', 0.858), ('RADA880108', 0.857), ('PONP800108', 0.856), ('COWR900101', 0.855), ('ROSG850102', 0.854), ('CORJ870101', 0.849), ('PONP930101', 0.849), ('RADA880107', 0.842), ('BLAS910101', 0.841), ('BIOV880101', 0.84), ('MIYS850101', 0.837), ('FAUJ830101', 0.833), ('CIDH920104', 0.832), ('BASU050101', 0.83), ('DESM900101', 0.829), ('WARP780101', 0.827), ('KANM800104', 0.826), ('LIFS790102', 0.824), ('RADA880104', 0.824), ('NADH010105', 0.821), ('ROSM880105', 0.818), ('NISK800101', 0.816), ('CORJ870104', 0.812), ('NISK860101', 0.808), ('CORJ870103', 0.808), ('BIOV880102', 0.805), ('CORJ870107', 0.804), ('ARGP820102', 0.802), ('ARGP820103', 0.8), ('CORJ870108', -0.806), ('MIYS990104', -0.813), ('VHEG790101', -0.814), ('KRIW790101', -0.824), ('MIYS990105', -0.829), ('MIYS990103', -0.845), ('CHOC760102', -0.851), ('ROSM880101', -0.851), ('MIYS990101', -0.852), ('MONM990101', -0.853), ('JANJ780103', -0.853), ('MIYS990102', -0.853), ('RACS770102', -0.855), ('FASG890101', -0.857), ('ENGD860101', -0.861), ('PRAM900101', -0.862), ('JANJ780101', -0.862), ('GUYH850101', -0.864), ('GRAR740102', -0.864), ('PUNT030102', -0.869), ('MEIH800102', -0.879), ('GUYH850104', -0.88), ('KUHL950101', -0.884), ('PUNT030101', -0.884), ('ROSM880102', -0.894), ('GUYH850105', -0.9), ('OOBM770101', -0.903)]","Juretic, D., Lucic, B., Zucic, D. and Trinajstic, N.",Protein transmembrane structure: recognition and prediction by using hydrophobicity scales through preference functions,"Theoretical and Computational Chemistry, 5, 405-445 (1998)",,indices,"H,Hydrophobicity"
BASU050101,"Interactivity scale obtained from the contact matrix (Bastolla et al., 2005)","[('BASU050103', 0.965), ('BASU050102', 0.946), ('PONP930101', 0.932), ('NISK860101', 0.926), ('MANP780101', 0.925), ('SWER830101', 0.922), ('CORJ870102', 0.921), ('CIDH920104', 0.917), ('ZHOH040103', 0.917), ('CORJ870107', 0.913), ('CORJ870104', 0.91), ('CIDH920105', 0.907), ('PTIO830102', 0.903), ('CIDH920103', 0.894), ('PONP800108', 0.894), ('CORJ870106', 0.891), ('CORJ870103', 0.89), ('CORJ870105', 0.888), ('MIYS850101', 0.888), ('LIFS790101', 0.886), ('CHOP780202', 0.883), ('BIOV880101', 0.883), ('PONP800101', 0.882), ('PLIV810101', 0.879), ('NISK800101', 0.876), ('PALJ810104', 0.873), ('RADA880108', 0.867), ('PONP800102', 0.864), ('CORJ870101', 0.863), ('CIDH920102', 0.858), ('VENT840101', 0.858), ('QIAN880120', 0.856), ('KANM800102', 0.856), ('BLAS910101', 0.853), ('ROBB760105', 0.853), ('FAUJ830101', 0.852), ('ROBB760106', 0.851), ('ZHOH040101', 0.851), ('KANM800104', 0.85), ('ROSG850102', 0.849), ('GUOD860101', 0.847), ('GEIM800107', 0.847), ('ROBB790101', 0.845), ('WERD780101', 0.843), ('PONP800103', 0.842), ('NADH010103', 0.839), ('CIDH920101', 0.839), ('NADH010104', 0.837), ('ROSM880104', 0.83), ('JURD980101', 0.83), ('QIAN880121', 0.828), ('ROSM880105', 0.828), ('KYTJ820101', 0.826), ('PONP800107', 0.825), ('BIOV880102', 0.812), ('NADH010102', 0.812), ('NADH010105', 0.811), ('MEEJ810101', 0.81), ('CASG920101', 0.806), ('QIAN880119', 0.805), ('GUYH850101', -0.807), ('WOEC730101', -0.811), ('RACS770102', -0.813), ('GUYH850102', -0.815), ('KRIW790101', -0.821), ('PUNT030101', -0.822), ('MEIH800102', -0.825), ('PARS000101', -0.835), ('MUNV940103', -0.846), ('OOBM770103', -0.85), ('RACS770101', -0.85), ('GUYH850103', -0.852), ('BULH740101', -0.854), ('FASG890101', -0.856), ('VINM940101', -0.867), ('WOLS870101', -0.869), ('PUNT030102', -0.873), ('VINM940102', -0.874), ('MEIH800101', -0.887), ('GRAR740102', -0.889), ('PARJ860101', -0.897), ('MIYS990105', -0.9), ('CORJ870108', -0.916), ('MIYS990103', -0.918), ('MIYS990104', -0.918), ('MIYS990102', -0.945), ('MIYS990101', -0.945)]","Bastolla, U., Porto M., Roman H.E. and Vendruscolo M.",Principal eigenvector of contact matrices and hydrophobicity profiles in prote,"Proteins 58, 22-30 (2005)",PMID:15523667,indices,"H,Hydrophobicity"
BASU050102,"Interactivity scale obtained by maximizing the mean of correlation coefficient over single-domain globular proteins (Bastolla et al., 2005)","[('ZHOH040103', 0.978), ('NISK860101', 0.951), ('ZHOH040101', 0.948), ('BASU050101', 0.946), ('CIDH920104', 0.934), ('CIDH920105', 0.931), ('BASU050103', 0.925), ('WERD780101', 0.92), ('CIDH920102', 0.914), ('PONP930101', 0.913), ('BIOV880101', 0.909), ('MIYS850101', 0.904), ('BAEK050101', 0.898), ('MEEJ810101', 0.898), ('ROBB790101', 0.897), ('CIDH920103', 0.887), ('FAUJ830101', 0.885), ('NISK800101', 0.884), ('CORJ870102', 0.881), ('SWER830101', 0.88), ('PONP800108', 0.88), ('MANP780101', 0.879), ('NADH010104', 0.879), ('PLIV810101', 0.876), ('CASG920101', 0.873), ('MEEJ810102', 0.871), ('ROSG850102', 0.87), ('RADA880108', 0.87), ('NADH010105', 0.869), ('GUOD860101', 0.868), ('NADH010103', 0.862), ('LIFS790101', 0.861), ('CORJ870106', 0.859), ('CIDH920101', 0.858), ('CORJ870101', 0.855), ('CORJ870107', 0.855), ('VENT840101', 0.851), ('PONP800101', 0.848), ('PTIO830102', 0.848), ('NOZY710101', 0.847), ('ROSM880104', 0.846), ('CORJ870103', 0.845), ('PONP800102', 0.843), ('CHOP780202', 0.841), ('BIOV880102', 0.838), ('CORJ870104', 0.838), ('QIAN880120', 0.837), ('CORJ870105', 0.834), ('PONP800103', 0.828), ('PALJ810104', 0.826), ('LIFS790103', 0.826), ('QIAN880121', 0.825), ('RADA880102', 0.809), ('ZHOH040102', 0.808), ('BLAS910101', 0.807), ('LEVM760106', 0.805), ('NADH010102', 0.802), ('MEIH800103', 0.801), ('GUYH850101', -0.801), ('RACS770102', -0.807), ('FUKS010103', -0.809), ('MEIH800102', -0.812), ('KARP850101', -0.819), ('KARP850102', -0.825), ('PUNT030102', -0.832), ('MUNV940103', -0.839), ('BULH740101', -0.845), ('WOLS870101', -0.849), ('RACS770101', -0.854), ('CORJ870108', -0.855), ('VINM940103', -0.856), ('PARS000101', -0.864), ('GRAR740102', -0.864), ('KRIW790101', -0.867), ('FASG890101', -0.881), ('MEIH800101', -0.892), ('OOBM770103', -0.893), ('VINM940101', -0.904), ('GUYH850103', -0.904), ('PARJ860101', -0.908), ('GUYH850102', -0.911), ('MIYS990105', -0.919), ('MIYS990103', -0.924), ('MIYS990101', -0.935), ('MIYS990102', -0.936), ('VINM940102', -0.937), ('MIYS990104', -0.942)]","Bastolla, U., Porto M., Roman H.E. and Vendruscolo M.",Principal eigenvector of contact matrices and hydrophobicity profiles in prote,"Proteins 58, 22-30 (2005)",PMID:15523667,indices,"H,Hydrophobicity"
BASU050103,"Interactivity scale obtained by maximizing the mean of correlation coefficient over pairs of sequences sharing the TIM barrel fold (Bastolla et al., 2005)","[('BASU050101', 0.965), ('CIDH920104', 0.941), ('NISK860101', 0.937), ('PONP930101', 0.933), ('ZHOH040103', 0.927), ('BIOV880101', 0.926), ('RADA880108', 0.926), ('BASU050102', 0.925), ('MANP780101', 0.923), ('PONP800108', 0.921), ('PONP800101', 0.915), ('CIDH920105', 0.914), ('NADH010103', 0.903), ('FAUJ830101', 0.903), ('ROSG850102', 0.903), ('PONP800102', 0.902), ('NADH010104', 0.899), ('MIYS850101', 0.899), ('CORJ870101', 0.897), ('NISK800101', 0.896), ('CIDH920103', 0.894), ('SWER830101', 0.892), ('CORJ870102', 0.889), ('PTIO830102', 0.888), ('NADH010102', 0.886), ('CORJ870107', 0.883), ('PALJ810104', 0.882), ('PLIV810101', 0.88), ('PONP800103', 0.879), ('BLAS910101', 0.878), ('CORJ870104', 0.877), ('CHOP780202', 0.874), ('JURD980101', 0.871), ('KANM800102', 0.869), ('BIOV880102', 0.868), ('CORJ870103', 0.867), ('LIFS790101', 0.865), ('ROSM880105', 0.864), ('KYTJ820101', 0.863), ('CASG920101', 0.86), ('CORJ870106', 0.858), ('NADH010105', 0.857), ('WERD780101', 0.857), ('CIDH920102', 0.856), ('NADH010101', 0.852), ('CORJ870105', 0.852), ('ROBB790101', 0.849), ('KANM800104', 0.848), ('GEIM800107', 0.847), ('ROBB760106', 0.84), ('ROBB760105', 0.839), ('NAGK730102', 0.837), ('GUOD860101', 0.833), ('MEIH800103', 0.832), ('CIDH920101', 0.828), ('QIAN880121', 0.828), ('DESM900102', 0.818), ('RADA880102', 0.815), ('VENT840101', 0.814), ('ZHOH040101', 0.813), ('PONP800107', 0.812), ('QIAN880120', 0.811), ('EISD860101', 0.809), ('RADA880101', 0.809), ('BAEK050101', 0.806), ('EISD840101', 0.806), ('EISD860103', 0.806), ('CHOC760103', 0.805), ('JANJ780102', 0.803), ('ROSM880101', -0.804), ('KUHL950101', -0.804), ('KARP850102', -0.806), ('KIDA850101', -0.806), ('LEVM760101', -0.808), ('ROSM880102', -0.814), ('VINM940103', -0.814), ('MUNV940103', -0.814), ('PARS000101', -0.82), ('HOPT810101', -0.83), ('BULH740101', -0.833), ('WOEC730101', -0.836), ('PUNT030101', -0.844), ('GUYH850102', -0.845), ('RACS770101', -0.848), ('GUYH850103', -0.854), ('KRIW790101', -0.86), ('RACS770102', -0.861), ('WOLS870101', -0.866), ('OOBM770103', -0.866), ('GUYH850101', -0.871), ('PARJ860101', -0.874), ('MEIH800102', -0.88), ('VINM940102', -0.88), ('CORJ870108', -0.883), ('PUNT030102', -0.895), ('VINM940101', -0.902), ('MEIH800101', -0.906), ('GRAR740102', -0.906), ('FASG890101', -0.915), ('MIYS990105', -0.928), ('MIYS990104', -0.938), ('MIYS990101', -0.94), ('MIYS990102', -0.94), ('MIYS990103', -0.943)]","Bastolla, U., Porto M., Roman H.E. and Vendruscolo M.",Principal eigenvector of contact matrices and hydrophobicity profiles in prote,"Proteins 58, 22-30 (2005)",PMID:15523667,indices,"H,Hydrophobicity"
SUYM030101,"Linker propensity index (Suyama-Ohara, 2003)","[('BAEK050101', 0.805)]","Suyama, M. and Ohara, O.",DomCut: Prediction of inter-domain linker regions in amino acid sequences,"Bioinformatics 19, 673-674 (2003)",PMID:12651735,indices,"O,Other properties"
PUNT030101,"Knowledge-based membrane-propensity scale from 1D_Helix in MPtopo databases (Punta-Maritan, 2003)","[('GUYH850101', 0.91), ('MEIH800102', 0.901), ('PUNT030102', 0.899), ('RACS770102', 0.894), ('ENGD860101', 0.889), ('PRAM900101', 0.889), ('MIYS990101', 0.888), ('MIYS990102', 0.887), ('ROSM880101', 0.884), ('MIYS990105', 0.876), ('VHEG790101', 0.876), ('GRAR740102', 0.873), ('OOBM770101', 0.865), ('MIYS990103', 0.864), ('ROSM880102', 0.861), ('MEIH800101', 0.86), ('HOPT810101', 0.858), ('GUYH850105', 0.858), ('MIYS990104', 0.857), ('KIDA850101', 0.856), ('WOLS870101', 0.853), ('JANJ780103', 0.848), ('CORJ870108', 0.845), ('FASG890101', 0.845), ('PARJ860101', 0.845), ('KUHL950101', 0.844), ('GUYH850104', 0.84), ('MONM990101', 0.839), ('LEVM760101', 0.835), ('KRIW790101', 0.833), ('RACS770103', 0.83), ('WOEC730101', 0.825), ('JANJ780101', 0.824), ('RACS770101', 0.821), ('KRIW790102', 0.811), ('CHOC760102', 0.809), ('VINM940101', 0.805), ('KARP850102', 0.805), ('PONP800101', -0.8), ('CORJ870103', -0.802), ('CORJ870104', -0.804), ('PONP800107', -0.804), ('CIDH920105', -0.805), ('ZHOH040103', -0.809), ('GUOD860101', -0.81), ('ARGP820103', -0.81), ('CASG920101', -0.811), ('JACR890101', -0.812), ('PONP800103', -0.812), ('WARP780101', -0.814), ('CIDH920103', -0.819), ('PONP930101', -0.82), ('WERD780101', -0.821), ('RADA880102', -0.821), ('BASU050101', -0.822), ('MANP780101', -0.824), ('CIDH920104', -0.827), ('DESM900101', -0.828), ('EISD860103', -0.829), ('CORJ870106', -0.833), ('CORJ870105', -0.834), ('CORJ870102', -0.835), ('OLSK800101', -0.838), ('SWER830101', -0.838), ('NADH010104', -0.843), ('BASU050103', -0.844), ('JANJ790102', -0.846), ('CORJ870107', -0.848), ('JANJ780102', -0.848), ('NISK860101', -0.854), ('CHOC760103', -0.859), ('PLIV810101', -0.86), ('NADH010101', -0.862), ('BLAS910101', -0.865), ('NADH010103', -0.868), ('KYTJ820101', -0.872), ('FAUJ830101', -0.876), ('MEIH800103', -0.882), ('BIOV880101', -0.883), ('ROSG850102', -0.883), ('JURD980101', -0.884), ('RADA880108', -0.884), ('NAKH900110', -0.886), ('RADA880101', -0.886), ('BIOV880102', -0.888), ('EISD860101', -0.89), ('MIYS850101', -0.892), ('NADH010102', -0.897), ('DESM900102', -0.903), ('EISD840101', -0.914), ('ROSM880105', -0.922)]","Punta, M. and Maritan, A.",A knowledge-based scale for amino acid membrane propensity,"Proteins 50, 114-121 (2003)",PMID:12471604,indices,"A,alpha and turn propensities"
PUNT030102,"Knowledge-based membrane-propensity scale from 3D_Helix in MPtopo databases (Punta-Maritan, 2003)","[('GRAR740102', 0.915), ('PUNT030101', 0.899), ('WOEC730101', 0.894), ('HOPT810101', 0.886), ('MIYS990102', 0.882), ('MIYS990101', 0.881), ('MIYS990103', 0.881), ('MIYS990104', 0.874), ('MIYS990105', 0.874), ('VHEG790101', 0.873), ('ENGD860101', 0.87), ('PRAM900101', 0.869), ('WOLS870101', 0.868), ('PARJ860101', 0.867), ('ROSM880101', 0.864), ('FASG890101', 0.853), ('ROSM880102', 0.851), ('VINM940101', 0.85), ('MEIH800102', 0.849), ('LEVM760101', 0.848), ('OOBM770101', 0.845), ('KUHL950101', 0.841), ('MONM990101', 0.839), ('MEIH800101', 0.837), ('GUYH850101', 0.836), ('RACS770102', 0.828), ('OOBM770103', 0.828), ('KRIW790101', 0.826), ('CORJ870108', 0.81), ('KIDA850101', 0.807), ('DESM900101', -0.801), ('CHOP780202', -0.803), ('KANM800102', -0.803), ('LIFS790101', -0.809), ('CIDH920103', -0.81), ('CORJ870107', -0.81), ('RADA880102', -0.811), ('GUOD860101', -0.813), ('CORJ870106', -0.814), ('MEIH800103', -0.815), ('CORJ870105', -0.817), ('CIDH920105', -0.822), ('PONP800101', -0.827), ('PONP800102', -0.827), ('JANJ780102', -0.83), ('CASG920101', -0.831), ('BASU050102', -0.832), ('PONP800103', -0.834), ('NAGK730102', -0.836), ('ZHOH040103', -0.847), ('NADH010104', -0.851), ('EISD860103', -0.853), ('EISD840101', -0.854), ('NISK800101', -0.855), ('PONP800108', -0.855), ('CIDH920104', -0.857), ('PLIV810101', -0.858), ('CORJ870101', -0.86), ('BIOV880102', -0.86), ('KYTJ820101', -0.862), ('NADH010103', -0.865), ('MIYS850101', -0.868), ('DESM900102', -0.868), ('EISD860101', -0.869), ('ROSG850102', -0.869), ('RADA880108', -0.869), ('JURD980101', -0.869), ('PONP930101', -0.872), ('NADH010101', -0.872), ('NADH010102', -0.872), ('MANP780101', -0.873), ('BASU050101', -0.873), ('BLAS910101', -0.877), ('BIOV880101', -0.878), ('RADA880101', -0.881), ('NISK860101', -0.885), ('BASU050103', -0.895), ('FAUJ830101', -0.908), ('ROSM880105', -0.917)]","Punta, M. and Maritan, A.",A knowledge-based scale for amino acid membrane propensity,"Proteins 50, 114-121 (2003)",PMID:12471604,indices,"A,alpha and turn propensities"
GEOR030101,"Linker propensity from all dataset (George-Heringa, 2003)","[('GEOR030106', 0.938), ('GEOR030102', 0.859), ('GEOR030103', 0.839), ('GEOR030104', 0.834)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030102,"Linker propensity from 1-linker dataset (George-Heringa, 2003)","[('GEOR030101', 0.859), ('GEOR030107', 0.815)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030103,"Linker propensity from 2-linker dataset (George-Heringa, 2003)","[('GEOR030106', 0.913), ('GEOR030101', 0.839)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030104,"Linker propensity from 3-linker dataset (George-Heringa, 2003)","[('GEOR030106', 0.904), ('GEOR030101', 0.834)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030105,"Linker propensity from small dataset (linker length is less than six residues) (George-Heringa, 2003)",[],"George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030106,"Linker propensity from medium dataset (linker length is between six and 14 residues) (George-Heringa, 2003)","[('GEOR030101', 0.938), ('GEOR030103', 0.913), ('GEOR030104', 0.904)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030107,"Linker propensity from long dataset (linker length is greater than 14 residues) (George-Heringa, 2003)","[('GEOR030102', 0.815)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030108,"Linker propensity from helical (annotated by DSSP) dataset (George-Heringa, 2003)","[('AURR980111', 0.846), ('AURR980112', 0.846), ('AURR980115', 0.821), ('AURR980110', 0.804), ('AURR980114', 0.804)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
GEOR030109,"Linker propensity from non-helical (annotated by DSSP) dataset (George-Heringa, 2003)","[('ONEK900102', 0.908), ('AVBF000104', 0.907), ('FINA910102', 0.89), ('ISOY800104', 0.812), ('MUNV940101', 0.801), ('CHOP780213', 0.8), ('FAUJ880113', -0.848), ('ONEK900101', -0.884), ('BLAM930101', -0.889), ('BUNA790101', -0.901)]","George, R.A. and Heringa, J.",An analysis of protein domain linkers: their classification and role in protein folding,"Protein Eng. 15, 871-879 (2003)",PMID:12538906,indices,"O,Other properties"
ZHOH040101,"The stability scale from the knowledge-based atom-atom potential (Zhou-Zhou, 2004)","[('BASU050102', 0.948), ('CIDH920102', 0.939), ('MEEJ810101', 0.935), ('ZHOH040103', 0.935), ('NOZY710101', 0.932), ('MEEJ810102', 0.922), ('ZHOH040102', 0.91), ('CIDH920105', 0.904), ('ROSG850101', 0.904), ('GUOD860101', 0.884), ('LEVM760106', 0.883), ('ROBB790101', 0.872), ('NISK860101', 0.871), ('PLIV810101', 0.864), ('CORJ870102', 0.862), ('SWER830101', 0.86), ('WERD780101', 0.859), ('CIDH920104', 0.858), ('ROSM880104', 0.858), ('VENT840101', 0.858), ('CIDH920101', 0.855), ('MIYS850101', 0.855), ('LEVM760107', 0.855), ('BASU050101', 0.851), ('TAKK010101', 0.846), ('ARGP820101', 0.841), ('FAUJ830101', 0.841), ('JOND750101', 0.841), ('MEEJ800102', 0.838), ('CIDH920103', 0.829), ('RADA880102', 0.828), ('BIOV880101', 0.825), ('WIMW960101', 0.821), ('GOLD730101', 0.817), ('BASU050103', 0.813), ('SIMZ760101', 0.808), ('LIFS790103', 0.801), ('MIYS990103', -0.824), ('MEIH800101', -0.827), ('KARP850101', -0.833), ('VINM940101', -0.833), ('GUYH850102', -0.836), ('MIYS990105', -0.838), ('PARS000101', -0.845), ('WOLS870101', -0.858), ('OOBM770103', -0.862), ('MIYS990104', -0.864), ('WEBA780101', -0.865), ('MIYS990102', -0.87), ('MIYS990101', -0.871), ('BULH740101', -0.876), ('GUYH850103', -0.882), ('VINM940102', -0.899), ('PARJ860101', -0.912)]","Zhou, H. and Zhou, Y.",Quantifying the effect of burial of amino acid residues on protein stability,"Proteins 54, 315-322 (2004)",PMID:14696193,indices,"P,Physicochemical properties"
ZHOH040102,"The relative stability scale extracted from mutation experiments (Zhou-Zhou, 2004)","[('ROSG850101', 0.93), ('ZHOH040101', 0.91), ('LEVM760106', 0.905), ('NOZY710101', 0.897), ('BIGC670101', 0.884), ('KRIW790103', 0.884), ('GOLD730102', 0.882), ('ZIMJ680102', 0.878), ('TSAJ990101', 0.874), ('TAKK010101', 0.874), ('GRAR740103', 0.872), ('TSAJ990102', 0.867), ('CIDH920102', 0.862), ('CHOC750101', 0.856), ('LEVM760107', 0.843), ('VENT840101', 0.831), ('HARY940101', 0.83), ('CHAM820101', 0.826), ('PONJ960101', 0.823), ('CIDH920105', 0.818), ('FAUJ880103', 0.816), ('SIMZ760101', 0.814), ('GUOD860101', 0.812), ('CIDH920101', 0.811), ('PLIV810101', 0.809), ('MEEJ800102', 0.808), ('BASU050102', 0.808), ('MEEJ810101', 0.804), ('WEBA780101', -0.807), ('PARJ860101', -0.854), ('BULH740101', -0.86)]","Zhou, H. and Zhou, Y.",Quantifying the effect of burial of amino acid residues on protein stability,"Proteins 54, 315-322 (2004)",PMID:14696193,indices,"P,Physicochemical properties"
ZHOH040103,"Buriability (Zhou-Zhou, 2004)","[('BASU050102', 0.978), ('NISK860101', 0.946), ('BIOV880101', 0.941), ('CIDH920104', 0.941), ('ZHOH040101', 0.935), ('FAUJ830101', 0.933), ('BASU050103', 0.927), ('CIDH920105', 0.926), ('NADH010104', 0.925), ('WERD780101', 0.923), ('MEEJ810101', 0.921), ('BASU050101', 0.917), ('MIYS850101', 0.914), ('NADH010103', 0.913), ('CIDH920102', 0.909), ('RADA880108', 0.904), ('ROSG850102', 0.903), ('MEEJ810102', 0.902), ('CASG920101', 0.9), ('PONP930101', 0.896), ('BIOV880102', 0.891), ('NADH010105', 0.89), ('GUOD860101', 0.889), ('PLIV810101', 0.889), ('NISK800101', 0.888), ('PONP800108', 0.887), ('BAEK050101', 0.884), ('CIDH920103', 0.881), ('ROBB790101', 0.872), ('NADH010102', 0.864), ('MANP780101', 0.864), ('CORJ870101', 0.864), ('SWER830101', 0.863), ('CORJ870102', 0.863), ('PONP800103', 0.861), ('PONP800102', 0.858), ('PONP800101', 0.847), ('BLAS910101', 0.846), ('CIDH920101', 0.845), ('NOZY710101', 0.842), ('ROSM880105', 0.839), ('ROSM880104', 0.826), ('CORJ870106', 0.822), ('CORJ870107', 0.822), ('MEIH800103', 0.82), ('NADH010106', 0.819), ('CORJ870103', 0.819), ('LIFS790101', 0.815), ('PTIO830102', 0.813), ('RADA880102', 0.813), ('CORJ870104', 0.809), ('VENT840101', 0.807), ('NADH010101', 0.803), ('FUKS010104', -0.803), ('FUKS010103', -0.808), ('PUNT030101', -0.809), ('LEVM760101', -0.811), ('CORJ870108', -0.821), ('BULH740101', -0.828), ('HOPT810101', -0.829), ('RACS770102', -0.832), ('RACS770101', -0.835), ('KARP850102', -0.836), ('GUYH850101', -0.839), ('KARP850101', -0.846), ('PARS000101', -0.846), ('PUNT030102', -0.847), ('MEIH800102', -0.848), ('KIDA850101', -0.851), ('WOLS870101', -0.87), ('GUYH850103', -0.879), ('VINM940103', -0.882), ('GRAR740102', -0.895), ('PARJ860101', -0.897), ('MEIH800101', -0.898), ('KRIW790101', -0.905), ('OOBM770103', -0.907), ('FASG890101', -0.91), ('GUYH850102', -0.912), ('VINM940101', -0.922), ('MIYS990101', -0.926), ('MIYS990102', -0.927), ('MIYS990103', -0.933), ('MIYS990105', -0.939), ('VINM940102', -0.939), ('MIYS990104', -0.954)]","Zhou, H. and Zhou, Y.",Quantifying the effect of burial of amino acid residues on protein stability,"Proteins 54, 315-322 (2004)",PMID:14696193,indices,"O,Other properties"
BAEK050101,"Linker index (Bae et al., 2005)","[('CASG920101', 0.919), ('BASU050102', 0.898), ('WERD780101', 0.895), ('NISK860101', 0.886), ('ZHOH040103', 0.884), ('NISK800101', 0.881), ('NADH010104', 0.875), ('ROSG850102', 0.868), ('CORJ870101', 0.862), ('PONP930101', 0.856), ('BIOV880101', 0.853), ('NADH010103', 0.853), ('NADH010105', 0.85), ('QIAN880121', 0.836), ('PONP800108', 0.833), ('PONP800102', 0.818), ('PONP800101', 0.812), ('CIDH920104', 0.809), ('NADH010106', 0.809), ('BASU050103', 0.806), ('SUYM030101', 0.805), ('OOBM770103', -0.81), ('PARS000101', -0.821), ('KARP850102', -0.839), ('FASG890101', -0.859), ('KRIW790101', -0.86), ('MIYS990105', -0.871), ('VINM940102', -0.873), ('MIYS990103', -0.877), ('MIYS990104', -0.892), ('VINM940101', -0.896), ('VINM940103', -0.906), ('GUYH850102', -0.907)]","Bae, K., Mallick, B.K. and Elsik, C.G.",Prediction of protein inter-domain linker regions by a hidden Markov model,"Bioinformatics 21, ??-?? (2005)",PMID:15746283,indices,"O,Other properties"
HARY940101,"Mean volumes of residues buried in protein interiors (Harpaz et al., 1994)","[('PONJ960101', 0.989), ('TSAJ990102', 0.965), ('TSAJ990101', 0.964), ('CHOC750101', 0.961), ('BIGC670101', 0.96), ('GOLD730102', 0.959), ('KRIW790103', 0.956), ('FAUJ880103', 0.951), ('CHOC760101', 0.946), ('GRAR740103', 0.946), ('CHAM820101', 0.933), ('LEVM760105', 0.919), ('FASG760101', 0.91), ('FAUJ880106', 0.909), ('LEVM760102', 0.905), ('DAWD720101', 0.9), ('CHAM830106', 0.894), ('ROSG850101', 0.869), ('RADA880106', 0.846), ('ZHOH040102', 0.83), ('LEVM760106', 0.829), ('LEVM760107', 0.815), ('RADA880103', -0.84)]","Harpaz, Y., Gerstein, M. and Chothia, C.",Volume changes on protein folding,"Structure 2, 641-649 (1994) (Disulfide bonded cysteine, 103.5)",PMID: 7922041,indices,"P,Physicochemical properties"
PONJ960101,"Average volumes of residues (Pontius et al., 1996)","[('HARY940101', 0.989), ('CHOC750101', 0.966), ('FAUJ880103', 0.963), ('TSAJ990102', 0.962), ('CHOC760101', 0.961), ('TSAJ990101', 0.96), ('BIGC670101', 0.95), ('GOLD730102', 0.947), ('FASG760101', 0.945), ('KRIW790103', 0.943), ('CHAM820101', 0.938), ('GRAR740103', 0.937), ('LEVM760102', 0.93), ('LEVM760105', 0.928), ('CHAM830106', 0.917), ('FAUJ880106', 0.913), ('DAWD720101', 0.873), ('ROSG850101', 0.862), ('RADA880106', 0.86), ('LEVM760107', 0.827), ('ZHOH040102', 0.823), ('RADA880103', -0.873)]","Pontius, J., Richelle, J. and Wodak, S.J.",Deviations from standard atomic volumes as a quality measure for protein crystal structures,"J. Mol. Biol 264, 121-136 (1996) (Disulfide bonded cysteine, 102.4)",PMID: 8950272,indices,"P,Physicochemical properties"
